"Step","saturate_2x271M_15B - train/CE loss","saturate_2x271M_15B - train/CE loss__MIN","saturate_2x271M_15B - train/CE loss__MAX"
"398","5.871930122375488","5.871930122375488","5.871930122375488"
"399","5.728246688842773","5.728246688842773","5.728246688842773"
"400","5.743693828582764","5.743693828582764","5.743693828582764"
"401","5.811692237854004","5.811692237854004","5.811692237854004"
"402","5.775720119476318","5.775720119476318","5.775720119476318"
"403","5.880482196807861","5.880482196807861","5.880482196807861"
"404","5.79589319229126","5.79589319229126","5.79589319229126"
"405","5.792755126953125","5.792755126953125","5.792755126953125"
"406","5.802569389343262","5.802569389343262","5.802569389343262"
"407","5.861610412597656","5.861610412597656","5.861610412597656"
"408","5.858835220336914","5.858835220336914","5.858835220336914"
"409","5.817936897277832","5.817936897277832","5.817936897277832"
"410","5.8871612548828125","5.8871612548828125","5.8871612548828125"
"411","5.865108966827393","5.865108966827393","5.865108966827393"
"412","5.7930779457092285","5.7930779457092285","5.7930779457092285"
"413","5.767618179321289","5.767618179321289","5.767618179321289"
"414","5.831173419952393","5.831173419952393","5.831173419952393"
"415","5.822578430175781","5.822578430175781","5.822578430175781"
"416","5.804014682769775","5.804014682769775","5.804014682769775"
"417","5.84359073638916","5.84359073638916","5.84359073638916"
"418","5.807522773742676","5.807522773742676","5.807522773742676"
"419","5.848016262054443","5.848016262054443","5.848016262054443"
"420","5.805132865905762","5.805132865905762","5.805132865905762"
"421","5.906114101409912","5.906114101409912","5.906114101409912"
"422","5.872878551483154","5.872878551483154","5.872878551483154"
"423","5.858646869659424","5.858646869659424","5.858646869659424"
"424","5.897945880889893","5.897945880889893","5.897945880889893"
"425","5.899868488311768","5.899868488311768","5.899868488311768"
"426","5.878028392791748","5.878028392791748","5.878028392791748"
"427","5.8122992515563965","5.8122992515563965","5.8122992515563965"
"428","5.860345840454102","5.860345840454102","5.860345840454102"
"429","5.876802921295166","5.876802921295166","5.876802921295166"
"430","5.881418704986572","5.881418704986572","5.881418704986572"
"431","5.805880069732666","5.805880069732666","5.805880069732666"
"432","5.869531631469727","5.869531631469727","5.869531631469727"
"433","5.756640434265137","5.756640434265137","5.756640434265137"
"434","5.854738712310791","5.854738712310791","5.854738712310791"
"435","5.78077507019043","5.78077507019043","5.78077507019043"
"436","5.820997714996338","5.820997714996338","5.820997714996338"
"437","5.889241695404053","5.889241695404053","5.889241695404053"
"438","5.826772689819336","5.826772689819336","5.826772689819336"
"439","5.937449932098389","5.937449932098389","5.937449932098389"
"440","5.795023441314697","5.795023441314697","5.795023441314697"
"441","5.812373161315918","5.812373161315918","5.812373161315918"
"442","5.858269214630127","5.858269214630127","5.858269214630127"
"443","5.893949031829834","5.893949031829834","5.893949031829834"
"444","5.845598220825195","5.845598220825195","5.845598220825195"
"445","5.822702884674072","5.822702884674072","5.822702884674072"
"446","5.804354667663574","5.804354667663574","5.804354667663574"
"447","5.815577030181885","5.815577030181885","5.815577030181885"
"448","5.839854717254639","5.839854717254639","5.839854717254639"
"449","5.787529468536377","5.787529468536377","5.787529468536377"
"450","5.8154520988464355","5.8154520988464355","5.8154520988464355"
"451","5.77769136428833","5.77769136428833","5.77769136428833"
"452","5.855259895324707","5.855259895324707","5.855259895324707"
"453","5.798446178436279","5.798446178436279","5.798446178436279"
"454","5.836458683013916","5.836458683013916","5.836458683013916"
"455","5.841310977935791","5.841310977935791","5.841310977935791"
"456","5.796978950500488","5.796978950500488","5.796978950500488"
"457","5.84855318069458","5.84855318069458","5.84855318069458"
"458","5.8502960205078125","5.8502960205078125","5.8502960205078125"
"459","5.8221821784973145","5.8221821784973145","5.8221821784973145"
"460","5.867815971374512","5.867815971374512","5.867815971374512"
"461","5.803513050079346","5.803513050079346","5.803513050079346"
"462","5.830960273742676","5.830960273742676","5.830960273742676"
"463","5.787358283996582","5.787358283996582","5.787358283996582"
"464","5.78044319152832","5.78044319152832","5.78044319152832"
"465","5.797640800476074","5.797640800476074","5.797640800476074"
"466","5.755148410797119","5.755148410797119","5.755148410797119"
"467","5.826446056365967","5.826446056365967","5.826446056365967"
"468","5.761349201202393","5.761349201202393","5.761349201202393"
"469","5.775869369506836","5.775869369506836","5.775869369506836"
"470","5.73316764831543","5.73316764831543","5.73316764831543"
"471","5.747758865356445","5.747758865356445","5.747758865356445"
"472","5.760465621948242","5.760465621948242","5.760465621948242"
"473","5.815701961517334","5.815701961517334","5.815701961517334"
"474","5.8558855056762695","5.8558855056762695","5.8558855056762695"
"475","5.857999324798584","5.857999324798584","5.857999324798584"
"476","5.850963115692139","5.850963115692139","5.850963115692139"
"477","5.89625883102417","5.89625883102417","5.89625883102417"
"478","5.8791608810424805","5.8791608810424805","5.8791608810424805"
"479","5.811232566833496","5.811232566833496","5.811232566833496"
"480","5.838713645935059","5.838713645935059","5.838713645935059"
"481","5.877320289611816","5.877320289611816","5.877320289611816"
"482","5.857208728790283","5.857208728790283","5.857208728790283"
"483","5.907845497131348","5.907845497131348","5.907845497131348"
"484","5.823716163635254","5.823716163635254","5.823716163635254"
"485","5.799444675445557","5.799444675445557","5.799444675445557"
"486","5.8753180503845215","5.8753180503845215","5.8753180503845215"
"487","5.790949821472168","5.790949821472168","5.790949821472168"
"488","5.815235137939453","5.815235137939453","5.815235137939453"
"489","5.876255989074707","5.876255989074707","5.876255989074707"
