"Step","saturate_271M_15B_2 - train/CE loss","saturate_271M_15B_2 - train/CE loss__MIN","saturate_271M_15B_2 - train/CE loss__MAX"
"95","6.3269877433776855","6.3269877433776855","6.3269877433776855"
"96","6.2976393699646","6.2976393699646","6.2976393699646"
"97","6.3072381019592285","6.3072381019592285","6.3072381019592285"
"98","6.292201995849609","6.292201995849609","6.292201995849609"
"99","6.274546146392822","6.274546146392822","6.274546146392822"
"100","6.2616190910339355","6.2616190910339355","6.2616190910339355"
"101","6.28751802444458","6.28751802444458","6.28751802444458"
"102","6.288876056671143","6.288876056671143","6.288876056671143"
"103","6.27191686630249","6.27191686630249","6.27191686630249"
"104","6.231499195098877","6.231499195098877","6.231499195098877"
"105","6.220434665679932","6.220434665679932","6.220434665679932"
"106","6.257022857666016","6.257022857666016","6.257022857666016"
"107","6.198690414428711","6.198690414428711","6.198690414428711"
"108","6.185953140258789","6.185953140258789","6.185953140258789"
"109","6.1364312171936035","6.1364312171936035","6.1364312171936035"
"110","6.188137531280518","6.188137531280518","6.188137531280518"
"111","6.143961429595947","6.143961429595947","6.143961429595947"
"112","6.121866226196289","6.121866226196289","6.121866226196289"
"113","6.120326995849609","6.120326995849609","6.120326995849609"
"114","6.115935325622559","6.115935325622559","6.115935325622559"
"115","6.12852144241333","6.12852144241333","6.12852144241333"
"116","6.0915374755859375","6.0915374755859375","6.0915374755859375"
"117","6.068143367767334","6.068143367767334","6.068143367767334"
"118","6.025291442871094","6.025291442871094","6.025291442871094"
"119","6.066870212554932","6.066870212554932","6.066870212554932"
"120","6.018367767333984","6.018367767333984","6.018367767333984"
"121","6.02714729309082","6.02714729309082","6.02714729309082"
"122","6.010249614715576","6.010249614715576","6.010249614715576"
"123","6.037737846374512","6.037737846374512","6.037737846374512"
"124","6.02030611038208","6.02030611038208","6.02030611038208"
"125","6.051329612731934","6.051329612731934","6.051329612731934"
"126","6.134398460388184","6.134398460388184","6.134398460388184"
"127","6.119141578674316","6.119141578674316","6.119141578674316"
"128","6.1190924644470215","6.1190924644470215","6.1190924644470215"
"129","6.135000705718994","6.135000705718994","6.135000705718994"
"130","6.071923732757568","6.071923732757568","6.071923732757568"
"131","6.053272247314453","6.053272247314453","6.053272247314453"
"132","6.035133361816406","6.035133361816406","6.035133361816406"
"133","5.9871649742126465","5.9871649742126465","5.9871649742126465"
"134","6.0253682136535645","6.0253682136535645","6.0253682136535645"
"135","5.999184608459473","5.999184608459473","5.999184608459473"
"136","5.982784748077393","5.982784748077393","5.982784748077393"
"137","5.990455150604248","5.990455150604248","5.990455150604248"
"138","5.929299354553223","5.929299354553223","5.929299354553223"
"139","5.9194416999816895","5.9194416999816895","5.9194416999816895"
"140","5.933516025543213","5.933516025543213","5.933516025543213"
"141","5.930310249328613","5.930310249328613","5.930310249328613"
"142","5.929411888122559","5.929411888122559","5.929411888122559"
"143","5.875329494476318","5.875329494476318","5.875329494476318"
"144","5.879382133483887","5.879382133483887","5.879382133483887"
"145","5.878538131713867","5.878538131713867","5.878538131713867"
"146","5.865762233734131","5.865762233734131","5.865762233734131"
"147","5.903514385223389","5.903514385223389","5.903514385223389"
"148","6.037039279937744","6.037039279937744","6.037039279937744"
"149","5.938179016113281","5.938179016113281","5.938179016113281"
"150","5.928697109222412","5.928697109222412","5.928697109222412"
"151","5.917882919311523","5.917882919311523","5.917882919311523"
"152","5.867341041564941","5.867341041564941","5.867341041564941"
"153","5.837837219238281","5.837837219238281","5.837837219238281"
"154","5.864093780517578","5.864093780517578","5.864093780517578"
"155","5.836669445037842","5.836669445037842","5.836669445037842"
"156","5.871856212615967","5.871856212615967","5.871856212615967"
"157","5.812085151672363","5.812085151672363","5.812085151672363"
"158","5.804042339324951","5.804042339324951","5.804042339324951"
"159","5.806441307067871","5.806441307067871","5.806441307067871"
"160","5.831503391265869","5.831503391265869","5.831503391265869"
"161","5.756735324859619","5.756735324859619","5.756735324859619"
"162","5.793867588043213","5.793867588043213","5.793867588043213"
"163","5.769617557525635","5.769617557525635","5.769617557525635"
"164","5.768136024475098","5.768136024475098","5.768136024475098"
"165","5.777430534362793","5.777430534362793","5.777430534362793"
"166","5.7503228187561035","5.7503228187561035","5.7503228187561035"
"167","5.712906360626221","5.712906360626221","5.712906360626221"
"168","5.710054874420166","5.710054874420166","5.710054874420166"
"169","5.717563629150391","5.717563629150391","5.717563629150391"
"170","5.694759368896484","5.694759368896484","5.694759368896484"
"171","5.7029290199279785","5.7029290199279785","5.7029290199279785"
"172","5.688436508178711","5.688436508178711","5.688436508178711"
"173","5.693973064422607","5.693973064422607","5.693973064422607"
"174","5.64149808883667","5.64149808883667","5.64149808883667"
"175","5.7136077880859375","5.7136077880859375","5.7136077880859375"
"176","5.673749923706055","5.673749923706055","5.673749923706055"
"177","5.660233974456787","5.660233974456787","5.660233974456787"
"178","5.670167922973633","5.670167922973633","5.670167922973633"
"179","5.656679153442383","5.656679153442383","5.656679153442383"
"180","5.631259441375732","5.631259441375732","5.631259441375732"
"181","5.6307783126831055","5.6307783126831055","5.6307783126831055"
"182","5.6300859451293945","5.6300859451293945","5.6300859451293945"
"183","5.614432334899902","5.614432334899902","5.614432334899902"
"184","5.560274600982666","5.560274600982666","5.560274600982666"
"185","5.592886924743652","5.592886924743652","5.592886924743652"
"186","5.577342987060547","5.577342987060547","5.577342987060547"
"187","5.546324729919434","5.546324729919434","5.546324729919434"
"188","5.539804458618164","5.539804458618164","5.539804458618164"
"189","5.576519966125488","5.576519966125488","5.576519966125488"
"190","5.605694770812988","5.605694770812988","5.605694770812988"
"191","5.6011643409729","5.6011643409729","5.6011643409729"
"192","5.625979423522949","5.625979423522949","5.625979423522949"
"193","5.565672397613525","5.565672397613525","5.565672397613525"
"194","5.562594413757324","5.562594413757324","5.562594413757324"
"195","5.567841529846191","5.567841529846191","5.567841529846191"
"196","5.572611331939697","5.572611331939697","5.572611331939697"
"197","5.616870403289795","5.616870403289795","5.616870403289795"
"198","5.572028160095215","5.572028160095215","5.572028160095215"
"199","5.590239524841309","5.590239524841309","5.590239524841309"
"200","5.5779337882995605","5.5779337882995605","5.5779337882995605"
"201","5.564174175262451","5.564174175262451","5.564174175262451"
"202","5.533763408660889","5.533763408660889","5.533763408660889"
"203","5.51361608505249","5.51361608505249","5.51361608505249"
"204","5.529543876647949","5.529543876647949","5.529543876647949"
"205","5.509964942932129","5.509964942932129","5.509964942932129"
"206","5.473544597625732","5.473544597625732","5.473544597625732"
"207","5.484668731689453","5.484668731689453","5.484668731689453"
"208","5.485227108001709","5.485227108001709","5.485227108001709"
"209","5.443928241729736","5.443928241729736","5.443928241729736"
"210","5.44809627532959","5.44809627532959","5.44809627532959"
"211","5.449615001678467","5.449615001678467","5.449615001678467"
"212","5.403986930847168","5.403986930847168","5.403986930847168"
"213","5.424825668334961","5.424825668334961","5.424825668334961"
"214","5.409485340118408","5.409485340118408","5.409485340118408"
"215","5.415835857391357","5.415835857391357","5.415835857391357"
"216","5.389028549194336","5.389028549194336","5.389028549194336"
"217","5.397181034088135","5.397181034088135","5.397181034088135"
"218","5.397043228149414","5.397043228149414","5.397043228149414"
"219","5.379044055938721","5.379044055938721","5.379044055938721"
"220","5.368077754974365","5.368077754974365","5.368077754974365"
"221","5.391497611999512","5.391497611999512","5.391497611999512"
"222","5.4276323318481445","5.4276323318481445","5.4276323318481445"
"223","5.408675193786621","5.408675193786621","5.408675193786621"
"224","5.38869571685791","5.38869571685791","5.38869571685791"
"225","5.400265216827393","5.400265216827393","5.400265216827393"
"226","5.360408306121826","5.360408306121826","5.360408306121826"
"227","5.3772664070129395","5.3772664070129395","5.3772664070129395"
"228","5.3508381843566895","5.3508381843566895","5.3508381843566895"
"229","5.380231857299805","5.380231857299805","5.380231857299805"
"230","5.342566967010498","5.342566967010498","5.342566967010498"
"231","5.364162921905518","5.364162921905518","5.364162921905518"
"232","5.372682571411133","5.372682571411133","5.372682571411133"
"233","5.346798896789551","5.346798896789551","5.346798896789551"
"234","5.351182460784912","5.351182460784912","5.351182460784912"
"235","5.330278396606445","5.330278396606445","5.330278396606445"
"236","5.307353496551514","5.307353496551514","5.307353496551514"
"237","5.3177361488342285","5.3177361488342285","5.3177361488342285"
"238","5.2869415283203125","5.2869415283203125","5.2869415283203125"
"239","5.303792953491211","5.303792953491211","5.303792953491211"
"240","5.257487773895264","5.257487773895264","5.257487773895264"
"241","5.287605285644531","5.287605285644531","5.287605285644531"
"242","5.233150482177734","5.233150482177734","5.233150482177734"
"243","5.2553324699401855","5.2553324699401855","5.2553324699401855"
"244","5.238109111785889","5.238109111785889","5.238109111785889"
"245","5.218873023986816","5.218873023986816","5.218873023986816"
"246","5.202232360839844","5.202232360839844","5.202232360839844"
"247","5.190533638000488","5.190533638000488","5.190533638000488"
"248","5.198400497436523","5.198400497436523","5.198400497436523"
"249","5.179628849029541","5.179628849029541","5.179628849029541"
"250","5.191604137420654","5.191604137420654","5.191604137420654"
"251","5.193230152130127","5.193230152130127","5.193230152130127"
"252","5.207472801208496","5.207472801208496","5.207472801208496"
"253","5.202253818511963","5.202253818511963","5.202253818511963"
"254","5.191002368927002","5.191002368927002","5.191002368927002"
"255","5.207289695739746","5.207289695739746","5.207289695739746"
"256","5.18758487701416","5.18758487701416","5.18758487701416"
"257","5.236698627471924","5.236698627471924","5.236698627471924"
"258","5.276245594024658","5.276245594024658","5.276245594024658"
"259","5.209793567657471","5.209793567657471","5.209793567657471"
"260","5.237382888793945","5.237382888793945","5.237382888793945"
"261","5.187013149261475","5.187013149261475","5.187013149261475"
"262","5.188091278076172","5.188091278076172","5.188091278076172"
"263","5.175452709197998","5.175452709197998","5.175452709197998"
"264","5.170323848724365","5.170323848724365","5.170323848724365"
"265","5.144930839538574","5.144930839538574","5.144930839538574"
"266","5.1753621101379395","5.1753621101379395","5.1753621101379395"
"267","5.154319763183594","5.154319763183594","5.154319763183594"
"268","5.123582363128662","5.123582363128662","5.123582363128662"
"269","5.096240043640137","5.096240043640137","5.096240043640137"
"270","5.142056465148926","5.142056465148926","5.142056465148926"
"271","5.143535614013672","5.143535614013672","5.143535614013672"
"272","5.108373165130615","5.108373165130615","5.108373165130615"
"273","5.125232696533203","5.125232696533203","5.125232696533203"
"274","5.111358165740967","5.111358165740967","5.111358165740967"
"275","5.10662841796875","5.10662841796875","5.10662841796875"
"276","5.069199562072754","5.069199562072754","5.069199562072754"
"277","5.096700191497803","5.096700191497803","5.096700191497803"
"278","5.078431606292725","5.078431606292725","5.078431606292725"
"279","5.095069408416748","5.095069408416748","5.095069408416748"
"280","5.046093940734863","5.046093940734863","5.046093940734863"
"281","5.031883716583252","5.031883716583252","5.031883716583252"
"282","5.064779281616211","5.064779281616211","5.064779281616211"
"283","5.023138999938965","5.023138999938965","5.023138999938965"
"284","5.012383937835693","5.012383937835693","5.012383937835693"
"285","5.008636951446533","5.008636951446533","5.008636951446533"
"286","4.984179496765137","4.984179496765137","4.984179496765137"
"287","4.963926315307617","4.963926315307617","4.963926315307617"
"288","4.989060401916504","4.989060401916504","4.989060401916504"
"289","4.964739799499512","4.964739799499512","4.964739799499512"
"290","4.972508907318115","4.972508907318115","4.972508907318115"
"291","4.99018669128418","4.99018669128418","4.99018669128418"
"292","4.986015319824219","4.986015319824219","4.986015319824219"
"293","4.96931266784668","4.96931266784668","4.96931266784668"
"294","4.960373401641846","4.960373401641846","4.960373401641846"
"295","5.008315563201904","5.008315563201904","5.008315563201904"
"296","5.004542350769043","5.004542350769043","5.004542350769043"
"297","4.975523948669434","4.975523948669434","4.975523948669434"
"298","4.983165264129639","4.983165264129639","4.983165264129639"
"299","4.9806694984436035","4.9806694984436035","4.9806694984436035"
"300","4.989327430725098","4.989327430725098","4.989327430725098"
"301","4.994441032409668","4.994441032409668","4.994441032409668"
"302","4.9916582107543945","4.9916582107543945","4.9916582107543945"
"303","4.963294982910156","4.963294982910156","4.963294982910156"
"304","4.98379373550415","4.98379373550415","4.98379373550415"
"305","4.963071823120117","4.963071823120117","4.963071823120117"
"306","4.957329273223877","4.957329273223877","4.957329273223877"
"307","4.936429023742676","4.936429023742676","4.936429023742676"
"308","4.960815906524658","4.960815906524658","4.960815906524658"
"309","4.921070575714111","4.921070575714111","4.921070575714111"
"310","4.879541397094727","4.879541397094727","4.879541397094727"
"311","4.89282751083374","4.89282751083374","4.89282751083374"
"312","4.895598888397217","4.895598888397217","4.895598888397217"
"313","4.871665000915527","4.871665000915527","4.871665000915527"
"314","4.885509014129639","4.885509014129639","4.885509014129639"
"315","4.85683536529541","4.85683536529541","4.85683536529541"
"316","4.861720085144043","4.861720085144043","4.861720085144043"
"317","4.876214504241943","4.876214504241943","4.876214504241943"
"318","4.833524703979492","4.833524703979492","4.833524703979492"
"319","4.856117248535156","4.856117248535156","4.856117248535156"
"320","4.8713603019714355","4.8713603019714355","4.8713603019714355"
"321","4.870158672332764","4.870158672332764","4.870158672332764"
"322","4.817263126373291","4.817263126373291","4.817263126373291"
"323","4.819084644317627","4.819084644317627","4.819084644317627"
"324","4.812235355377197","4.812235355377197","4.812235355377197"
"325","4.824113845825195","4.824113845825195","4.824113845825195"
"326","4.808499336242676","4.808499336242676","4.808499336242676"
"327","4.811954498291016","4.811954498291016","4.811954498291016"
"328","4.790740013122559","4.790740013122559","4.790740013122559"
"329","4.782169818878174","4.782169818878174","4.782169818878174"
"330","4.759701728820801","4.759701728820801","4.759701728820801"
"331","4.771977424621582","4.771977424621582","4.771977424621582"
"332","4.773183822631836","4.773183822631836","4.773183822631836"
"333","4.748028755187988","4.748028755187988","4.748028755187988"
"334","4.764802932739258","4.764802932739258","4.764802932739258"
"335","4.738722801208496","4.738722801208496","4.738722801208496"
"336","4.73644495010376","4.73644495010376","4.73644495010376"
"337","4.719151496887207","4.719151496887207","4.719151496887207"
"338","4.719889163970947","4.719889163970947","4.719889163970947"
"339","4.72773551940918","4.72773551940918","4.72773551940918"
"340","4.714871406555176","4.714871406555176","4.714871406555176"
"341","4.710362434387207","4.710362434387207","4.710362434387207"
"342","4.699963569641113","4.699963569641113","4.699963569641113"
"343","4.6959228515625","4.6959228515625","4.6959228515625"
"344","4.673740863800049","4.673740863800049","4.673740863800049"
"345","4.64953088760376","4.64953088760376","4.64953088760376"
"346","4.647200107574463","4.647200107574463","4.647200107574463"
"347","4.706127643585205","4.706127643585205","4.706127643585205"
"348","4.676020622253418","4.676020622253418","4.676020622253418"
"349","4.698021411895752","4.698021411895752","4.698021411895752"
"350","4.665619373321533","4.665619373321533","4.665619373321533"
"351","4.682623863220215","4.682623863220215","4.682623863220215"
"352","4.662247180938721","4.662247180938721","4.662247180938721"
"353","4.654627323150635","4.654627323150635","4.654627323150635"
"354","4.6570634841918945","4.6570634841918945","4.6570634841918945"
"355","4.6495184898376465","4.6495184898376465","4.6495184898376465"
"356","4.63707971572876","4.63707971572876","4.63707971572876"
"357","4.654126167297363","4.654126167297363","4.654126167297363"
"358","4.627019882202148","4.627019882202148","4.627019882202148"
"359","4.640164852142334","4.640164852142334","4.640164852142334"
"360","4.635607719421387","4.635607719421387","4.635607719421387"
"361","4.6031341552734375","4.6031341552734375","4.6031341552734375"
"362","4.634456157684326","4.634456157684326","4.634456157684326"
"363","4.621867656707764","4.621867656707764","4.621867656707764"
"364","4.584728717803955","4.584728717803955","4.584728717803955"
"365","4.588469505310059","4.588469505310059","4.588469505310059"
"366","4.584367275238037","4.584367275238037","4.584367275238037"
"367","4.571080684661865","4.571080684661865","4.571080684661865"
"368","4.594684600830078","4.594684600830078","4.594684600830078"
"369","4.582877159118652","4.582877159118652","4.582877159118652"
"370","4.580943584442139","4.580943584442139","4.580943584442139"
"371","4.562028408050537","4.562028408050537","4.562028408050537"
"372","4.582892417907715","4.582892417907715","4.582892417907715"
"373","4.540178298950195","4.540178298950195","4.540178298950195"
"374","4.556243419647217","4.556243419647217","4.556243419647217"
"375","4.548799514770508","4.548799514770508","4.548799514770508"
"376","4.551907062530518","4.551907062530518","4.551907062530518"
"377","4.546590328216553","4.546590328216553","4.546590328216553"
"378","4.5118279457092285","4.5118279457092285","4.5118279457092285"
"379","4.52349853515625","4.52349853515625","4.52349853515625"
"380","4.503065586090088","4.503065586090088","4.503065586090088"
"381","4.514012336730957","4.514012336730957","4.514012336730957"
"382","4.487911701202393","4.487911701202393","4.487911701202393"
"383","4.524613857269287","4.524613857269287","4.524613857269287"
"384","4.515700817108154","4.515700817108154","4.515700817108154"
"385","4.535316467285156","4.535316467285156","4.535316467285156"
"386","4.5082783699035645","4.5082783699035645","4.5082783699035645"
"387","4.515470027923584","4.515470027923584","4.515470027923584"
"388","4.526065349578857","4.526065349578857","4.526065349578857"
"389","4.502274990081787","4.502274990081787","4.502274990081787"
"390","4.516722202301025","4.516722202301025","4.516722202301025"
"391","4.497098922729492","4.497098922729492","4.497098922729492"
"392","4.474796772003174","4.474796772003174","4.474796772003174"
"393","4.478821754455566","4.478821754455566","4.478821754455566"
"394","4.483564853668213","4.483564853668213","4.483564853668213"
"395","4.461100101470947","4.461100101470947","4.461100101470947"
"396","4.467784881591797","4.467784881591797","4.467784881591797"
"397","4.4533796310424805","4.4533796310424805","4.4533796310424805"
"398","4.416263580322266","4.416263580322266","4.416263580322266"
"399","4.427670001983643","4.427670001983643","4.427670001983643"
"400","4.450079917907715","4.450079917907715","4.450079917907715"
"401","4.414631366729736","4.414631366729736","4.414631366729736"
"402","4.412351131439209","4.412351131439209","4.412351131439209"
"403","4.434833526611328","4.434833526611328","4.434833526611328"
"404","4.403965473175049","4.403965473175049","4.403965473175049"
"405","4.4302520751953125","4.4302520751953125","4.4302520751953125"
"406","4.428870677947998","4.428870677947998","4.428870677947998"
"407","4.40606164932251","4.40606164932251","4.40606164932251"
"408","4.39896297454834","4.39896297454834","4.39896297454834"
"409","4.387908458709717","4.387908458709717","4.387908458709717"
"410","4.40636682510376","4.40636682510376","4.40636682510376"
"411","4.3837809562683105","4.3837809562683105","4.3837809562683105"
"412","4.3960394859313965","4.3960394859313965","4.3960394859313965"
"413","4.370642185211182","4.370642185211182","4.370642185211182"
"414","4.38722038269043","4.38722038269043","4.38722038269043"
"415","4.382779598236084","4.382779598236084","4.382779598236084"
"416","4.381447792053223","4.381447792053223","4.381447792053223"
"417","4.359042167663574","4.359042167663574","4.359042167663574"
"418","4.355443000793457","4.355443000793457","4.355443000793457"
"419","4.393772602081299","4.393772602081299","4.393772602081299"
"420","4.365931987762451","4.365931987762451","4.365931987762451"
"421","4.35952615737915","4.35952615737915","4.35952615737915"
"422","4.346950531005859","4.346950531005859","4.346950531005859"
"423","4.32820987701416","4.32820987701416","4.32820987701416"
"424","4.351766109466553","4.351766109466553","4.351766109466553"
"425","4.352255344390869","4.352255344390869","4.352255344390869"
"426","4.346308708190918","4.346308708190918","4.346308708190918"
"427","4.3574323654174805","4.3574323654174805","4.3574323654174805"
"428","4.352540493011475","4.352540493011475","4.352540493011475"
"429","4.336026668548584","4.336026668548584","4.336026668548584"
"430","4.326163291931152","4.326163291931152","4.326163291931152"
"431","4.3092827796936035","4.3092827796936035","4.3092827796936035"
"432","4.300755977630615","4.300755977630615","4.300755977630615"
"433","4.293871879577637","4.293871879577637","4.293871879577637"
"434","4.305329322814941","4.305329322814941","4.305329322814941"
"435","4.2837443351745605","4.2837443351745605","4.2837443351745605"
"436","4.2950873374938965","4.2950873374938965","4.2950873374938965"
"437","4.285093307495117","4.285093307495117","4.285093307495117"
"438","4.2960309982299805","4.2960309982299805","4.2960309982299805"
"439","4.310479164123535","4.310479164123535","4.310479164123535"
"440","4.262498378753662","4.262498378753662","4.262498378753662"
"441","4.295007705688477","4.295007705688477","4.295007705688477"
"442","4.304932594299316","4.304932594299316","4.304932594299316"
"443","4.334289073944092","4.334289073944092","4.334289073944092"
"444","4.316463470458984","4.316463470458984","4.316463470458984"
"445","4.320207595825195","4.320207595825195","4.320207595825195"
"446","4.332810878753662","4.332810878753662","4.332810878753662"
"447","4.323434829711914","4.323434829711914","4.323434829711914"
"448","4.3439226150512695","4.3439226150512695","4.3439226150512695"
"449","4.328478813171387","4.328478813171387","4.328478813171387"
"450","4.3222975730896","4.3222975730896","4.3222975730896"
"451","4.392360687255859","4.392360687255859","4.392360687255859"
"452","4.33925724029541","4.33925724029541","4.33925724029541"
"453","4.347304821014404","4.347304821014404","4.347304821014404"
"454","4.352455139160156","4.352455139160156","4.352455139160156"
"455","4.34556245803833","4.34556245803833","4.34556245803833"
"456","4.348759651184082","4.348759651184082","4.348759651184082"
"457","4.323698997497559","4.323698997497559","4.323698997497559"
"458","4.34597635269165","4.34597635269165","4.34597635269165"
"459","4.33573055267334","4.33573055267334","4.33573055267334"
"460","4.325497150421143","4.325497150421143","4.325497150421143"
"461","4.314676284790039","4.314676284790039","4.314676284790039"
"462","4.321594715118408","4.321594715118408","4.321594715118408"
"463","4.30057954788208","4.30057954788208","4.30057954788208"
"464","4.286646842956543","4.286646842956543","4.286646842956543"
"465","4.279074668884277","4.279074668884277","4.279074668884277"
"466","4.266456604003906","4.266456604003906","4.266456604003906"
"467","4.244997501373291","4.244997501373291","4.244997501373291"
"468","4.257877349853516","4.257877349853516","4.257877349853516"
"469","4.242803573608398","4.242803573608398","4.242803573608398"
"470","4.246499538421631","4.246499538421631","4.246499538421631"
"471","4.239179611206055","4.239179611206055","4.239179611206055"
"472","4.220109462738037","4.220109462738037","4.220109462738037"
"473","4.24170446395874","4.24170446395874","4.24170446395874"
"474","4.215808868408203","4.215808868408203","4.215808868408203"
"475","4.20784330368042","4.20784330368042","4.20784330368042"
"476","4.232457160949707","4.232457160949707","4.232457160949707"
"477","4.202380180358887","4.202380180358887","4.202380180358887"
"478","4.204416751861572","4.204416751861572","4.204416751861572"
"479","4.196797847747803","4.196797847747803","4.196797847747803"
"480","4.189783096313477","4.189783096313477","4.189783096313477"
"481","4.221003532409668","4.221003532409668","4.221003532409668"
"482","4.193417549133301","4.193417549133301","4.193417549133301"
"483","4.183963298797607","4.183963298797607","4.183963298797607"
"484","4.218346118927002","4.218346118927002","4.218346118927002"
"485","4.223444938659668","4.223444938659668","4.223444938659668"
"486","4.191660404205322","4.191660404205322","4.191660404205322"
"487","4.205837726593018","4.205837726593018","4.205837726593018"
"488","4.2098212242126465","4.2098212242126465","4.2098212242126465"
"489","4.155956745147705","4.155956745147705","4.155956745147705"
