"Step","saturate_moe1Bsparse_15B - throughput/device/TPS","saturate_moe1Bsparse_15B - throughput/device/TPS__MIN","saturate_moe1Bsparse_15B - throughput/device/TPS__MAX","saturate_moe1Bolmo_15B - throughput/device/TPS","saturate_moe1Bolmo_15B - throughput/device/TPS__MIN","saturate_moe1Bolmo_15B - throughput/device/TPS__MAX","saturate_135M_15B_03 - throughput/device/TPS","saturate_135M_15B_03 - throughput/device/TPS__MIN","saturate_135M_15B_03 - throughput/device/TPS__MAX","saturate_1B_15B.py - throughput/device/TPS","saturate_1B_15B.py - throughput/device/TPS__MIN","saturate_1B_15B.py - throughput/device/TPS__MAX","saturate_271M_15_2_cont - throughput/device/TPS","saturate_271M_15_2_cont - throughput/device/TPS__MIN","saturate_271M_15_2_cont - throughput/device/TPS__MAX","saturate_271M_15B_2 - throughput/device/TPS","saturate_271M_15B_2 - throughput/device/TPS__MIN","saturate_271M_15B_2 - throughput/device/TPS__MAX"
"2326","","","","","","","185685.015625","185685.015625","185685.015625","","","","96302.984375","96302.984375","96302.984375","","",""
"2327","","","","","","","187700.015625","187700.015625","187700.015625","","","","96344.515625","96344.515625","96344.515625","","",""
"2328","","","","","","","187652.765625","187652.765625","187652.765625","","","","96428.6875","96428.6875","96428.6875","","",""
"2329","","","","","","","189623.890625","189623.890625","189623.890625","","","","96370.1953125","96370.1953125","96370.1953125","","",""
"2330","","","","","","","188639.796875","188639.796875","188639.796875","","","","96458.953125","96458.953125","96458.953125","","",""
"2331","","","","","","","185999.703125","185999.703125","185999.703125","","","","96378.25","96378.25","96378.25","","",""
"2332","","","","","","","189160.0625","189160.0625","189160.0625","","","","96487.953125","96487.953125","96487.953125","","",""
"2333","","","","","","","189011.546875","189011.546875","189011.546875","","","","96470.96875","96470.96875","96470.96875","","",""
"2334","","","","","","","188674.625","188674.625","188674.625","","","","96456.8359375","96456.8359375","96456.8359375","","",""
"2335","","","","","","","187312","187312","187312","","","","96413.625","96413.625","96413.625","","",""
"2336","","","","","","","186919.1875","186919.1875","186919.1875","","","","96403.4296875","96403.4296875","96403.4296875","","",""
"2337","","","","","","","189278.09375","189278.09375","189278.09375","","","","96542.859375","96542.859375","96542.859375","","",""
"2338","","","","","","","188852.390625","188852.390625","188852.390625","","","","96503.609375","96503.609375","96503.609375","","",""
"2339","","","","","","","189137.796875","189137.796875","189137.796875","","","","96513.21875","96513.21875","96513.21875","","",""
"2340","","","","","","","187938.75","187938.75","187938.75","","","","96544.3125","96544.3125","96544.3125","","",""
"2341","","","","","","","186695.9375","186695.9375","186695.9375","","","","96404.9296875","96404.9296875","96404.9296875","","",""
"2342","","","","","","","188618.671875","188618.671875","188618.671875","","","","96580.1796875","96580.1796875","96580.1796875","","",""
"2343","","","","","","","189699.8125","189699.8125","189699.8125","","","","96598.2734375","96598.2734375","96598.2734375","","",""
"2344","","","","","","","188876.171875","188876.171875","188876.171875","","","","96627.34375","96627.34375","96627.34375","","",""
"2345","","","","","","","190010.84375","190010.84375","190010.84375","","","","96625.25","96625.25","96625.25","","",""
"2346","","","","","","","186895.140625","186895.140625","186895.140625","","","","96567.8203125","96567.8203125","96567.8203125","","",""
"2347","","","","","","","188489.046875","188489.046875","188489.046875","","","","96568.453125","96568.453125","96568.453125","","",""
"2348","","","","","","","187721.625","187721.625","187721.625","","","","96561.1015625","96561.1015625","96561.1015625","","",""
"2349","","","","","","","188433.0625","188433.0625","188433.0625","","","","96534.109375","96534.109375","96534.109375","","",""
"2350","","","","","","","187950.21875","187950.21875","187950.21875","","","","96463.6796875","96463.6796875","96463.6796875","","",""
"2351","","","","","","","186055.765625","186055.765625","186055.765625","","","","96301.2734375","96301.2734375","96301.2734375","","",""
"2352","","","","","","","187961.671875","187961.671875","187961.671875","","","","96537.953125","96537.953125","96537.953125","","",""
"2353","","","","","","","188770.796875","188770.796875","188770.796875","","","","96561.375","96561.375","96561.375","","",""
"2354","","","","","","","189030.203125","189030.203125","189030.203125","","","","96522.0703125","96522.0703125","96522.0703125","","",""
"2355","","","","","","","190151.609375","190151.609375","190151.609375","","","","96478.4921875","96478.4921875","96478.4921875","","",""
"2356","","","","","","","187064.75","187064.75","187064.75","","","","96467.3515625","96467.3515625","96467.3515625","","",""
"2357","","","","","","","189560.546875","189560.546875","189560.546875","","","","96566.890625","96566.890625","96566.890625","","",""
"2358","","","","","","","189937.65625","189937.65625","189937.65625","","","","96541.3359375","96541.3359375","96541.3359375","","",""
"2359","","","","","","","188363.734375","188363.734375","188363.734375","","","","96505.4765625","96505.4765625","96505.4765625","","",""
"2360","","","","","","","188528.421875","188528.421875","188528.421875","","","","96498.3359375","96498.3359375","96498.3359375","","",""
"2361","","","","","","","186875.890625","186875.890625","186875.890625","","","","96321.3359375","96321.3359375","96321.3359375","","",""
"2362","","","","","","","189272.03125","189272.03125","189272.03125","","","","96445.9453125","96445.9453125","96445.9453125","","",""
"2363","","","","","","","188710.453125","188710.453125","188710.453125","","","","96526.5703125","96526.5703125","96526.5703125","","",""
"2364","","","","","","","190297.375","190297.375","190297.375","","","","96475.1796875","96475.1796875","96475.1796875","","",""
"2365","","","","","","","187590.890625","187590.890625","187590.890625","","","","96416.7578125","96416.7578125","96416.7578125","","",""
"2366","","","","","","","185958.703125","185958.703125","185958.703125","","","","96420.5078125","96420.5078125","96420.5078125","","",""
"2367","","","","","","","189650.203125","189650.203125","189650.203125","","","","96473.1328125","96473.1328125","96473.1328125","","",""
"2368","","","","","","","189098.984375","189098.984375","189098.984375","","","","96450.828125","96450.828125","96450.828125","","",""
"2369","","","","","","","189465.453125","189465.453125","189465.453125","","","","96464.96875","96464.96875","96464.96875","","",""
"2370","","","","","","","189999.59375","189999.59375","189999.59375","","","","96493.4765625","96493.4765625","96493.4765625","","",""
"2371","","","","","","","186021.1875","186021.1875","186021.1875","","","","96352.921875","96352.921875","96352.921875","","",""
"2372","","","","","","","189608.125","189608.125","189608.125","","","","96300.0703125","96300.0703125","96300.0703125","","",""
"2373","","","","","","","188792.234375","188792.234375","188792.234375","","","","96576.9765625","96576.9765625","96576.9765625","","",""
"2374","","","","","","","189446.125","189446.125","189446.125","","","","96397.9296875","96397.9296875","96397.9296875","","",""
"2375","","","","","","","190099.671875","190099.671875","190099.671875","","","","96446.71875","96446.71875","96446.71875","","",""
"2376","","","","","","","186526.0625","186526.0625","186526.0625","","","","96441.9921875","96441.9921875","96441.9921875","","",""
"2377","","","","","","","190522.140625","190522.140625","190522.140625","","","","96660.3984375","96660.3984375","96660.3984375","","",""
"2378","","","","","","","188685.34375","188685.34375","188685.34375","","","","96495.8203125","96495.8203125","96495.8203125","","",""
"2379","","","","","","","188638.1875","188638.1875","188638.1875","","","","96543.5078125","96543.5078125","96543.5078125","","",""
"2380","","","","","","","188688.828125","188688.828125","188688.828125","","","","96601.2578125","96601.2578125","96601.2578125","","",""
"2381","","","","","","","185491.375","185491.375","185491.375","","","","96386.28125","96386.28125","96386.28125","","",""
"2382","","","","","","","189449.890625","189449.890625","189449.890625","","","","96574.6953125","96574.6953125","96574.6953125","","",""
"2383","","","","","","","189398.390625","189398.390625","189398.390625","","","","96566.09375","96566.09375","96566.09375","","",""
"2384","","","","","","","190592.734375","190592.734375","190592.734375","","","","96578.1015625","96578.1015625","96578.1015625","","",""
"2385","","","","","","","188904.53125","188904.53125","188904.53125","","","","96523.6484375","96523.6484375","96523.6484375","","",""
"2386","","","","","","","186753.6875","186753.6875","186753.6875","","","","96414.796875","96414.796875","96414.796875","","",""
"2387","","","","","","","189804.71875","189804.71875","189804.71875","","","","96488.515625","96488.515625","96488.515625","","",""
"2388","","","","","","","188540.703125","188540.703125","188540.703125","","","","96515.734375","96515.734375","96515.734375","","",""
"2389","","","","","","","189615.15625","189615.15625","189615.15625","","","","96526.8359375","96526.8359375","96526.8359375","","",""
"2390","","","","","","","187818.75","187818.75","187818.75","","","","96408.8828125","96408.8828125","96408.8828125","","",""
"2391","","","","","","","186405.75","186405.75","186405.75","","","","96305.8828125","96305.8828125","96305.8828125","","",""
"2392","","","","","","","190371.390625","190371.390625","190371.390625","","","","96500.40625","96500.40625","96500.40625","","",""
"2393","","","","","","","190536.34375","190536.34375","190536.34375","","","","96380.6875","96380.6875","96380.6875","","",""
"2394","","","","","","","189737.984375","189737.984375","189737.984375","","","","96418.3046875","96418.3046875","96418.3046875","","",""
"2395","","","","","","","190393.921875","190393.921875","190393.921875","","","","96517.0390625","96517.0390625","96517.0390625","","",""
"2396","","","","","","","186239.09375","186239.09375","186239.09375","","","","96365.984375","96365.984375","96365.984375","","",""
"2397","","","","","","","188364.390625","188364.390625","188364.390625","","","","96537.6015625","96537.6015625","96537.6015625","","",""
"2398","","","","","","","189299.390625","189299.390625","189299.390625","","","","96546.71875","96546.71875","96546.71875","","",""
"2399","","","","","","","188682.46875","188682.46875","188682.46875","","","","96494.640625","96494.640625","96494.640625","","",""
"2400","","","","","","","98373.140625","98373.140625","98373.140625","","","","88357.1328125","88357.1328125","88357.1328125","","",""
"2401","","","","","","","123508.265625","123508.265625","123508.265625","","","","75227.0234375","75227.0234375","75227.0234375","","",""
"2402","","","","","","","189657.75","189657.75","189657.75","","","","96763.390625","96763.390625","96763.390625","","",""
"2403","","","","","","","190470.125","190470.125","190470.125","","","","96510.7734375","96510.7734375","96510.7734375","","",""
"2404","","","","","","","189547.640625","189547.640625","189547.640625","","","","96562.609375","96562.609375","96562.609375","","",""
"2405","","","","","","","188281.296875","188281.296875","188281.296875","","","","96575.6875","96575.6875","96575.6875","","",""
"2406","","","","","","","188786.03125","188786.03125","188786.03125","","","","96365.2421875","96365.2421875","96365.2421875","","",""
"2407","","","","","","","190272.703125","190272.703125","190272.703125","","","","96480.234375","96480.234375","96480.234375","","",""
"2408","","","","","","","188651.671875","188651.671875","188651.671875","","","","96395.9140625","96395.9140625","96395.9140625","","",""
"2409","","","","","","","189557.8125","189557.8125","189557.8125","","","","96339.828125","96339.828125","96339.828125","","",""
"2410","","","","","","","188153.265625","188153.265625","188153.265625","","","","96478.4609375","96478.4609375","96478.4609375","","",""
"2411","","","","","","","185460.421875","185460.421875","185460.421875","","","","96146.0859375","96146.0859375","96146.0859375","","",""
"2412","","","","","","","189178.078125","189178.078125","189178.078125","","","","96393.078125","96393.078125","96393.078125","","",""
"2413","","","","","","","189649.921875","189649.921875","189649.921875","","","","96400.6015625","96400.6015625","96400.6015625","","",""
"2414","","","","","","","190045.984375","190045.984375","190045.984375","","","","96429.9140625","96429.9140625","96429.9140625","","",""
"2415","","","","","","","190665.40625","190665.40625","190665.40625","","","","96458.5703125","96458.5703125","96458.5703125","","",""
"2416","","","","","","","187739.84375","187739.84375","187739.84375","","","","96227.7265625","96227.7265625","96227.7265625","","",""
"2417","","","","","","","190363.6875","190363.6875","190363.6875","","","","96557.6328125","96557.6328125","96557.6328125","","",""
"2418","","","","","","","190044.71875","190044.71875","190044.71875","","","","96450.5390625","96450.5390625","96450.5390625","","",""
"2419","","","","","","","189186.796875","189186.796875","189186.796875","","","","96444.9765625","96444.9765625","96444.9765625","","",""
"2420","","","","","","","190618.046875","190618.046875","190618.046875","","","","96528.390625","96528.390625","96528.390625","","",""
"2421","","","","","","","186807.609375","186807.609375","186807.609375","","","","96393.359375","96393.359375","96393.359375","","",""
"2422","","","","","","","190789.109375","190789.109375","190789.109375","","","","96560.7734375","96560.7734375","96560.7734375","","",""
"2423","","","","","","","190025.125","190025.125","190025.125","","","","96608.84375","96608.84375","96608.84375","","",""
"2424","","","","","","","189455.15625","189455.15625","189455.15625","","","","96408.9375","96408.9375","96408.9375","","",""
"2425","","","","","","","189673.21875","189673.21875","189673.21875","","","","96438.4453125","96438.4453125","96438.4453125","","",""
"2426","","","","","","","187725.265625","187725.265625","187725.265625","","","","96487.5234375","96487.5234375","96487.5234375","","",""
"2427","","","","","","","189841.40625","189841.40625","189841.40625","","","","96454.265625","96454.265625","96454.265625","","",""
"2428","","","","","","","189764.359375","189764.359375","189764.359375","","","","96299.21875","96299.21875","96299.21875","","",""
"2429","","","","","","","189129.5625","189129.5625","189129.5625","","","","96600.546875","96600.546875","96600.546875","","",""
"2430","","","","","","","188980.21875","188980.21875","188980.21875","","","","96555.671875","96555.671875","96555.671875","","",""
"2431","","","","","","","186655.109375","186655.109375","186655.109375","","","","96366.078125","96366.078125","96366.078125","","",""
"2432","","","","","","","188562.5625","188562.5625","188562.5625","","","","96568.9609375","96568.9609375","96568.9609375","","",""
"2433","","","","","","","189322.828125","189322.828125","189322.828125","","","","96541.1640625","96541.1640625","96541.1640625","","",""
"2434","","","","","","","189404.4375","189404.4375","189404.4375","","","","96587.046875","96587.046875","96587.046875","","",""
"2435","","","","","","","189006.734375","189006.734375","189006.734375","","","","96602.453125","96602.453125","96602.453125","","",""
"2436","","","","","","","184923.265625","184923.265625","184923.265625","","","","96464.1875","96464.1875","96464.1875","","",""
"2437","","","","","","","189609.328125","189609.328125","189609.328125","","","","96535.5546875","96535.5546875","96535.5546875","","",""
"2438","","","","","","","187901.3125","187901.3125","187901.3125","","","","96652.71875","96652.71875","96652.71875","","",""
"2439","","","","","","","189641","189641","189641","","","","96680.65625","96680.65625","96680.65625","","",""
"2440","","","","","","","189981.484375","189981.484375","189981.484375","","","","96585.2578125","96585.2578125","96585.2578125","","",""
"2441","","","","","","","187547.046875","187547.046875","187547.046875","","","","96459.8203125","96459.8203125","96459.8203125","","",""
"2442","","","","","","","188501.6875","188501.6875","188501.6875","","","","96489.640625","96489.640625","96489.640625","","",""
"2443","","","","","","","187834.8125","187834.8125","187834.8125","","","","96461.84375","96461.84375","96461.84375","","",""
"2444","","","","","","","188632.734375","188632.734375","188632.734375","","","","96521.1796875","96521.1796875","96521.1796875","","",""
"2445","","","","","","","189281.4375","189281.4375","189281.4375","","","","96459.921875","96459.921875","96459.921875","","",""
"2446","","","","","","","186757.46875","186757.46875","186757.46875","","","","96316.78125","96316.78125","96316.78125","","",""
"2447","","","","","","","189306.65625","189306.65625","189306.65625","","","","96486.25","96486.25","96486.25","","",""
"2448","","","","","","","188384.03125","188384.03125","188384.03125","","","","96460.3359375","96460.3359375","96460.3359375","","",""
"2449","","","","","","","188248.765625","188248.765625","188248.765625","","","","96404.1171875","96404.1171875","96404.1171875","","",""
"2450","","","","","","","190491.265625","190491.265625","190491.265625","","","","96663.953125","96663.953125","96663.953125","","",""
"2451","","","","","","","186433.140625","186433.140625","186433.140625","","","","96418.328125","96418.328125","96418.328125","","",""
"2452","","","","","","","189446.390625","189446.390625","189446.390625","","","","96434.6875","96434.6875","96434.6875","","",""
"2453","","","","","","","188142.46875","188142.46875","188142.46875","","","","96518.3359375","96518.3359375","96518.3359375","","",""
"2454","","","","","","","188732.046875","188732.046875","188732.046875","","","","96479.8125","96479.8125","96479.8125","","",""
"2455","","","","","","","189986.75","189986.75","189986.75","","","","96517.21875","96517.21875","96517.21875","","",""
"2456","","","","","","","185959.34375","185959.34375","185959.34375","","","","96424.4296875","96424.4296875","96424.4296875","","",""
"2457","","","","","","","188918.390625","188918.390625","188918.390625","","","","96447.0078125","96447.0078125","96447.0078125","","",""
"2458","","","","","","","189185.828125","189185.828125","189185.828125","","","","96461.6796875","96461.6796875","96461.6796875","","",""
"2459","","","","","","","188359.03125","188359.03125","188359.03125","","","","96496.78125","96496.78125","96496.78125","","",""
"2460","","","","","","","189236.984375","189236.984375","189236.984375","","","","96422.8046875","96422.8046875","96422.8046875","","",""
"2461","","","","","","","170995.78125","170995.78125","170995.78125","","","","96364.8671875","96364.8671875","96364.8671875","","",""
"2462","","","","","","","189031.84375","189031.84375","189031.84375","","","","96449.171875","96449.171875","96449.171875","","",""
"2463","","","","","","","189958.515625","189958.515625","189958.515625","","","","96472.578125","96472.578125","96472.578125","","",""
"2464","","","","","","","190415.6875","190415.6875","190415.6875","","","","96450.8046875","96450.8046875","96450.8046875","","",""
"2465","","","","","","","189450.828125","189450.828125","189450.828125","","","","96476.1640625","96476.1640625","96476.1640625","","",""
"2466","","","","","","","185787.953125","185787.953125","185787.953125","","","","96355.5703125","96355.5703125","96355.5703125","","",""
"2467","","","","","","","188600.234375","188600.234375","188600.234375","","","","96454.4375","96454.4375","96454.4375","","",""
"2468","","","","","","","188902.4375","188902.4375","188902.4375","","","","96525.5703125","96525.5703125","96525.5703125","","",""
"2469","","","","","","","188411.984375","188411.984375","188411.984375","","","","96414.15625","96414.15625","96414.15625","","",""
"2470","","","","","","","189256.578125","189256.578125","189256.578125","","","","96565.9609375","96565.9609375","96565.9609375","","",""
"2471","","","","","","","185565","185565","185565","","","","96604.5859375","96604.5859375","96604.5859375","","",""
"2472","","","","","","","189228.8125","189228.8125","189228.8125","","","","96620.84375","96620.84375","96620.84375","","",""
"2473","","","","","","","188760.421875","188760.421875","188760.421875","","","","96562.1875","96562.1875","96562.1875","","",""
"2474","","","","","","","189227.734375","189227.734375","189227.734375","","","","96560.3671875","96560.3671875","96560.3671875","","",""
"2475","","","","","","","188683.921875","188683.921875","188683.921875","","","","96614.65625","96614.65625","96614.65625","","",""
"2476","","","","","","","186807.34375","186807.34375","186807.34375","","","","96468.84375","96468.84375","96468.84375","","",""
"2477","","","","","","","189381.28125","189381.28125","189381.28125","","","","96501.328125","96501.328125","96501.328125","","",""
"2478","","","","","","","188383.640625","188383.640625","188383.640625","","","","96495.25","96495.25","96495.25","","",""
"2479","","","","","","","189339.484375","189339.484375","189339.484375","","","","96634.5234375","96634.5234375","96634.5234375","","",""
"2480","","","","","","","190182.5","190182.5","190182.5","","","","96543.6796875","96543.6796875","96543.6796875","","",""
"2481","","","","","","","186922.84375","186922.84375","186922.84375","","","","96298.9609375","96298.9609375","96298.9609375","","",""
"2482","","","","","","","189884.40625","189884.40625","189884.40625","","","","89240.78125","89240.78125","89240.78125","","",""
"2483","","","","","","","190601.75","190601.75","190601.75","","","","98932.6953125","98932.6953125","98932.6953125","","",""
"2484","","","","","","","190636.203125","190636.203125","190636.203125","","","","96443.9453125","96443.9453125","96443.9453125","","",""
"2485","","","","","","","190154.875","190154.875","190154.875","","","","96582.5546875","96582.5546875","96582.5546875","","",""
"2486","","","","","","","185602.484375","185602.484375","185602.484375","","","","96501.21875","96501.21875","96501.21875","","",""
"2487","","","","","","","188977.40625","188977.40625","188977.40625","","","","96526.9453125","96526.9453125","96526.9453125","","",""
"2488","","","","","","","187918.6875","187918.6875","187918.6875","","","","96513.4296875","96513.4296875","96513.4296875","","",""
"2489","","","","","","","189221.515625","189221.515625","189221.515625","","","","96530.3046875","96530.3046875","96530.3046875","","",""
"2490","","","","","","","188525.546875","188525.546875","188525.546875","","","","96412.1484375","96412.1484375","96412.1484375","","",""
"2491","","","","","","","187586.328125","187586.328125","187586.328125","","","","96584.3515625","96584.3515625","96584.3515625","","",""
"2492","","","","","","","188674.40625","188674.40625","188674.40625","","","","96603.609375","96603.609375","96603.609375","","",""
"2493","","","","","","","189032.84375","189032.84375","189032.84375","","","","96490.1875","96490.1875","96490.1875","","",""
"2494","","","","","","","190242.09375","190242.09375","190242.09375","","","","96634.7421875","96634.7421875","96634.7421875","","",""
"2495","","","","","","","190547.453125","190547.453125","190547.453125","","","","96543.828125","96543.828125","96543.828125","","",""
"2496","","","","","","","185248.859375","185248.859375","185248.859375","","","","96445.15625","96445.15625","96445.15625","","",""
"2497","","","","","","","189426.265625","189426.265625","189426.265625","","","","96418.609375","96418.609375","96418.609375","","",""
"2498","","","","","","","188445.0625","188445.0625","188445.0625","","","","96641.0546875","96641.0546875","96641.0546875","","",""
"2499","","","","","","","189204.625","189204.625","189204.625","","","","96518.6484375","96518.6484375","96518.6484375","","",""
"2500","","","","","","","14116.541015625","14116.541015625","14116.541015625","","","","14042.0546875","14042.0546875","14042.0546875","","",""
"2501","","","","","","","193601.328125","193601.328125","193601.328125","","","","99868.59375","99868.59375","99868.59375","","",""
"2502","","","","","","","192215.140625","192215.140625","192215.140625","","","","97231.875","97231.875","97231.875","","",""
"2503","","","","","","","192033.90625","192033.90625","192033.90625","","","","96929.3125","96929.3125","96929.3125","","",""
"2504","","","","","","","191668.921875","191668.921875","191668.921875","","","","96687.71875","96687.71875","96687.71875","","",""
"2505","","","","","","","191961.3125","191961.3125","191961.3125","","","","96651.2109375","96651.2109375","96651.2109375","","",""
"2506","","","","","","","186187.34375","186187.34375","186187.34375","","","","96487.078125","96487.078125","96487.078125","","",""
"2507","","","","","","","190100.375","190100.375","190100.375","","","","96509.0390625","96509.0390625","96509.0390625","","",""
"2508","","","","","","","189824.8125","189824.8125","189824.8125","","","","96396.2109375","96396.2109375","96396.2109375","","",""
"2509","","","","","","","190640.859375","190640.859375","190640.859375","","","","96605.1953125","96605.1953125","96605.1953125","","",""
"2510","","","","","","","189592.421875","189592.421875","189592.421875","","","","96543.0703125","96543.0703125","96543.0703125","","",""
"2511","","","","","","","186820.90625","186820.90625","186820.90625","","","","96503.84375","96503.84375","96503.84375","","",""
"2512","","","","","","","189764.125","189764.125","189764.125","","","","96553.1328125","96553.1328125","96553.1328125","","",""
"2513","","","","","","","189601","189601","189601","","","","96542.0546875","96542.0546875","96542.0546875","","",""
"2514","","","","","","","189387.796875","189387.796875","189387.796875","","","","96453.1875","96453.1875","96453.1875","","",""
"2515","","","","","","","189438.71875","189438.71875","189438.71875","","","","96550.84375","96550.84375","96550.84375","","",""
"2516","","","","","","","187197.03125","187197.03125","187197.03125","","","","96448.0234375","96448.0234375","96448.0234375","","",""
"2517","","","","","","","189353.796875","189353.796875","189353.796875","","","","96506.5078125","96506.5078125","96506.5078125","","",""
"2518","","","","","","","188756.9375","188756.9375","188756.9375","","","","96506.359375","96506.359375","96506.359375","","",""
"2519","","","","","","","190226.125","190226.125","190226.125","","","","96507.484375","96507.484375","96507.484375","","",""
"2520","","","","","","","188699.390625","188699.390625","188699.390625","","","","96539.140625","96539.140625","96539.140625","","",""
"2521","","","","","","","185668.296875","185668.296875","185668.296875","","","","96343.453125","96343.453125","96343.453125","","",""
"2522","","","","","","","189056.375","189056.375","189056.375","","","","96451.09375","96451.09375","96451.09375","","",""
"2523","","","","","","","189915.15625","189915.15625","189915.15625","","","","96511.46875","96511.46875","96511.46875","","",""
"2524","","","","","","","189327.921875","189327.921875","189327.921875","","","","96483.2421875","96483.2421875","96483.2421875","","",""
"2525","","","","","","","189292.203125","189292.203125","189292.203125","","","","96558.1796875","96558.1796875","96558.1796875","","",""
"2526","","","","","","","186423.21875","186423.21875","186423.21875","","","","96386.1953125","96386.1953125","96386.1953125","","",""
"2527","","","","","","","189099.1875","189099.1875","189099.1875","","","","96571.15625","96571.15625","96571.15625","","",""
"2528","","","","","","","188721.359375","188721.359375","188721.359375","","","","96574.8359375","96574.8359375","96574.8359375","","",""
"2529","","","","","","","189225.328125","189225.328125","189225.328125","","","","96519.0390625","96519.0390625","96519.0390625","","",""
"2530","","","","","","","189200.046875","189200.046875","189200.046875","","","","96393.96875","96393.96875","96393.96875","","",""
"2531","","","","","","","186623.015625","186623.015625","186623.015625","","","","96372.7421875","96372.7421875","96372.7421875","","",""
"2532","","","","","","","188537","188537","188537","","","","96464.2578125","96464.2578125","96464.2578125","","",""
"2533","","","","","","","188705.140625","188705.140625","188705.140625","","","","96450.578125","96450.578125","96450.578125","","",""
"2534","","","","","","","188457.6875","188457.6875","188457.6875","","","","96425.5625","96425.5625","96425.5625","","",""
"2535","","","","","","","189215.15625","189215.15625","189215.15625","","","","96511.5703125","96511.5703125","96511.5703125","","",""
"2536","","","","","","","186006.15625","186006.15625","186006.15625","","","","96398.3515625","96398.3515625","96398.3515625","","",""
"2537","","","","","","","188498.40625","188498.40625","188498.40625","","","","96469.46875","96469.46875","96469.46875","","",""
"2538","","","","","","","188794.125","188794.125","188794.125","","","","96523.0546875","96523.0546875","96523.0546875","","",""
"2539","","","","","","","189007.640625","189007.640625","189007.640625","","","","96526.796875","96526.796875","96526.796875","","",""
"2540","","","","","","","188625.171875","188625.171875","188625.171875","","","","96483.9921875","96483.9921875","96483.9921875","","",""
"2541","","","","","","","184988.203125","184988.203125","184988.203125","","","","96494.640625","96494.640625","96494.640625","","",""
"2542","","","","","","","188050.75","188050.75","188050.75","","","","96589.3359375","96589.3359375","96589.3359375","","",""
"2543","","","","","","","189964.25","189964.25","189964.25","","","","96537.1875","96537.1875","96537.1875","","",""
"2544","","","","","","","188332.890625","188332.890625","188332.890625","","","","96536.1484375","96536.1484375","96536.1484375","","",""
"2545","","","","","","","189038.03125","189038.03125","189038.03125","","","","96431.1640625","96431.1640625","96431.1640625","","",""
"2546","","","","","","","186939.046875","186939.046875","186939.046875","","","","96531.96875","96531.96875","96531.96875","","",""
"2547","","","","","","","189075.8125","189075.8125","189075.8125","","","","96558.6875","96558.6875","96558.6875","","",""
"2548","","","","","","","188365.5625","188365.5625","188365.5625","","","","96539.03125","96539.03125","96539.03125","","",""
"2549","","","","","","","188969.078125","188969.078125","188969.078125","","","","96411.9765625","96411.9765625","96411.9765625","","",""
"2550","","","","","","","187783.96875","187783.96875","187783.96875","","","","96510.96875","96510.96875","96510.96875","","",""
"2551","","","","","","","185346.109375","185346.109375","185346.109375","","","","96470.78125","96470.78125","96470.78125","","",""
"2552","","","","","","","188349.890625","188349.890625","188349.890625","","","","96566.6484375","96566.6484375","96566.6484375","","",""
"2553","","","","","","","188566.46875","188566.46875","188566.46875","","","","96507.8671875","96507.8671875","96507.8671875","","",""
"2554","","","","","","","189681.609375","189681.609375","189681.609375","","","","96536.453125","96536.453125","96536.453125","","",""
"2555","","","","","","","189082.171875","189082.171875","189082.171875","","","","96574.09375","96574.09375","96574.09375","","",""
"2556","","","","","","","185224.140625","185224.140625","185224.140625","","","","96487.453125","96487.453125","96487.453125","","",""
"2557","","","","","","","189072.34375","189072.34375","189072.34375","","","","96524.8359375","96524.8359375","96524.8359375","","",""
"2558","","","","","","","188908.375","188908.375","188908.375","","","","96506.6328125","96506.6328125","96506.6328125","","",""
"2559","","","","","","","187342.078125","187342.078125","187342.078125","","","","96563.6796875","96563.6796875","96563.6796875","","",""
"2560","","","","","","","190452.734375","190452.734375","190452.734375","","","","96545.25","96545.25","96545.25","","",""
"2561","","","","","","","186127.03125","186127.03125","186127.03125","","","","96453.59375","96453.59375","96453.59375","","",""
"2562","","","","","","","190127.78125","190127.78125","190127.78125","","","","96567.421875","96567.421875","96567.421875","","",""
"2563","","","","","","","188653.875","188653.875","188653.875","","","","96500.5","96500.5","96500.5","","",""
"2564","","","","","","","187979.625","187979.625","187979.625","","","","96489.1875","96489.1875","96489.1875","","",""
"2565","","","","","","","189054.640625","189054.640625","189054.640625","","","","96526.03125","96526.03125","96526.03125","","",""
"2566","","","","","","","185085.671875","185085.671875","185085.671875","","","","96422.125","96422.125","96422.125","","",""
"2567","","","","","","","188781.40625","188781.40625","188781.40625","","","","96534.0546875","96534.0546875","96534.0546875","","",""
"2568","","","","","","","189045.546875","189045.546875","189045.546875","","","","96544.5859375","96544.5859375","96544.5859375","","",""
"2569","","","","","","","189334.390625","189334.390625","189334.390625","","","","96532.78125","96532.78125","96532.78125","","",""
"2570","","","","","","","188833.375","188833.375","188833.375","","","","96546.2578125","96546.2578125","96546.2578125","","",""
"2571","","","","","","","185484.9375","185484.9375","185484.9375","","","","96448.7421875","96448.7421875","96448.7421875","","",""
"2572","","","","","","","189290.1875","189290.1875","189290.1875","","","","96547.109375","96547.109375","96547.109375","","",""
"2573","","","","","","","190040.859375","190040.859375","190040.859375","","","","96509.9140625","96509.9140625","96509.9140625","","",""
"2574","","","","","","","188360.890625","188360.890625","188360.890625","","","","96357.1328125","96357.1328125","96357.1328125","","",""
"2575","","","","","","","188961.109375","188961.109375","188961.109375","","","","96557.3046875","96557.3046875","96557.3046875","","",""
