"Step","saturate_moe1Bsparse_15B - throughput/device/TPS","saturate_moe1Bsparse_15B - throughput/device/TPS__MIN","saturate_moe1Bsparse_15B - throughput/device/TPS__MAX","saturate_moe1Bolmo_15B - throughput/device/TPS","saturate_moe1Bolmo_15B - throughput/device/TPS__MIN","saturate_moe1Bolmo_15B - throughput/device/TPS__MAX","saturate_135M_15B_03 - throughput/device/TPS","saturate_135M_15B_03 - throughput/device/TPS__MIN","saturate_135M_15B_03 - throughput/device/TPS__MAX","saturate_271M_15_2_cont - throughput/device/TPS","saturate_271M_15_2_cont - throughput/device/TPS__MIN","saturate_271M_15_2_cont - throughput/device/TPS__MAX","saturate_271M_15B_2 - throughput/device/TPS","saturate_271M_15B_2 - throughput/device/TPS__MIN","saturate_271M_15B_2 - throughput/device/TPS__MAX"
"2951","93961.90625","93961.90625","93961.90625","50302.3671875","50302.3671875","50302.3671875","184052.078125","184052.078125","184052.078125","96383.6875","96383.6875","96383.6875","","",""
"2952","93643.7421875","93643.7421875","93643.7421875","50419.140625","50419.140625","50419.140625","189195.90625","189195.90625","189195.90625","96522.953125","96522.953125","96522.953125","","",""
"2953","94083.1484375","94083.1484375","94083.1484375","50563.93359375","50563.93359375","50563.93359375","188894.09375","188894.09375","188894.09375","96479.0546875","96479.0546875","96479.0546875","","",""
"2954","94075.1171875","94075.1171875","94075.1171875","50644.4609375","50644.4609375","50644.4609375","189116.921875","189116.921875","189116.921875","96484.7109375","96484.7109375","96484.7109375","","",""
"2955","94356.578125","94356.578125","94356.578125","50651.84765625","50651.84765625","50651.84765625","188295.609375","188295.609375","188295.609375","96508.859375","96508.859375","96508.859375","","",""
"2956","94281.5390625","94281.5390625","94281.5390625","50671","50671","50671","186612.921875","186612.921875","186612.921875","96519","96519","96519","","",""
"2957","93788.6796875","93788.6796875","93788.6796875","50667.4296875","50667.4296875","50667.4296875","188302.28125","188302.28125","188302.28125","96534.9375","96534.9375","96534.9375","","",""
"2958","94094.140625","94094.140625","94094.140625","50625.1796875","50625.1796875","50625.1796875","188335.703125","188335.703125","188335.703125","96526.5859375","96526.5859375","96526.5859375","","",""
"2959","94419","94419","94419","50551.6640625","50551.6640625","50551.6640625","189344.84375","189344.84375","189344.84375","96491.34375","96491.34375","96491.34375","","",""
"2960","93745.3359375","93745.3359375","93745.3359375","50469.66796875","50469.66796875","50469.66796875","187168.734375","187168.734375","187168.734375","96375.5390625","96375.5390625","96375.5390625","","",""
"2961","93117.671875","93117.671875","93117.671875","50317.83203125","50317.83203125","50317.83203125","186694.875","186694.875","186694.875","96307.8125","96307.8125","96307.8125","","",""
"2962","93783.5546875","93783.5546875","93783.5546875","50317.29296875","50317.29296875","50317.29296875","190418.640625","190418.640625","190418.640625","96253.859375","96253.859375","96253.859375","","",""
"2963","94299.421875","94299.421875","94299.421875","50216.8203125","50216.8203125","50216.8203125","189751.28125","189751.28125","189751.28125","96298.4453125","96298.4453125","96298.4453125","","",""
"2964","95342.484375","95342.484375","95342.484375","50185.6796875","50185.6796875","50185.6796875","188488.15625","188488.15625","188488.15625","96316.71875","96316.71875","96316.71875","","",""
"2965","94284.609375","94284.609375","94284.609375","50204.625","50204.625","50204.625","189256.609375","189256.609375","189256.609375","96296.3046875","96296.3046875","96296.3046875","","",""
"2966","93251.5546875","93251.5546875","93251.5546875","50349.28515625","50349.28515625","50349.28515625","186480.390625","186480.390625","186480.390625","96124.484375","96124.484375","96124.484375","","",""
"2967","93743.921875","93743.921875","93743.921875","50470.96875","50470.96875","50470.96875","188738.53125","188738.53125","188738.53125","96346.375","96346.375","96346.375","","",""
"2968","94110.4609375","94110.4609375","94110.4609375","50498.28515625","50498.28515625","50498.28515625","189240.703125","189240.703125","189240.703125","96236.875","96236.875","96236.875","","",""
"2969","93786.46875","93786.46875","93786.46875","50543.4921875","50543.4921875","50543.4921875","188579.234375","188579.234375","188579.234375","96245.3828125","96245.3828125","96245.3828125","","",""
"2970","93899.0078125","93899.0078125","93899.0078125","50529.1484375","50529.1484375","50529.1484375","188601.796875","188601.796875","188601.796875","96148.046875","96148.046875","96148.046875","","",""
"2971","92748.46875","92748.46875","92748.46875","50596.29296875","50596.29296875","50596.29296875","188217.5","188217.5","188217.5","96253.8359375","96253.8359375","96253.8359375","","",""
"2972","94158.390625","94158.390625","94158.390625","50707.765625","50707.765625","50707.765625","189803.546875","189803.546875","189803.546875","96215.3203125","96215.3203125","96215.3203125","","",""
"2973","94621.859375","94621.859375","94621.859375","50704.8984375","50704.8984375","50704.8984375","190283.96875","190283.96875","190283.96875","96214.2421875","96214.2421875","96214.2421875","","",""
"2974","94344.828125","94344.828125","94344.828125","50628.17578125","50628.17578125","50628.17578125","189296.296875","189296.296875","189296.296875","96266.328125","96266.328125","96266.328125","","",""
"2975","93657.8828125","93657.8828125","93657.8828125","50591.29296875","50591.29296875","50591.29296875","190269.328125","190269.328125","190269.328125","96281.015625","96281.015625","96281.015625","","",""
"2976","93823.5390625","93823.5390625","93823.5390625","50491.01953125","50491.01953125","50491.01953125","187049.40625","187049.40625","187049.40625","96246.125","96246.125","96246.125","","",""
"2977","93612.78125","93612.78125","93612.78125","50432.58203125","50432.58203125","50432.58203125","189605.6875","189605.6875","189605.6875","96318.1640625","96318.1640625","96318.1640625","","",""
"2978","93559.6796875","93559.6796875","93559.6796875","50382.875","50382.875","50382.875","189380.59375","189380.59375","189380.59375","96349.953125","96349.953125","96349.953125","","",""
"2979","93912.5859375","93912.5859375","93912.5859375","50482.203125","50482.203125","50482.203125","188728.296875","188728.296875","188728.296875","96313.640625","96313.640625","96313.640625","","",""
"2980","94011.5234375","94011.5234375","94011.5234375","50516.29296875","50516.29296875","50516.29296875","190301.984375","190301.984375","190301.984375","96346.0078125","96346.0078125","96346.0078125","","",""
"2981","93929.859375","93929.859375","93929.859375","50537.3984375","50537.3984375","50537.3984375","187303.734375","187303.734375","187303.734375","96186.59375","96186.59375","96186.59375","","",""
"2982","93839.09375","93839.09375","93839.09375","50563.30078125","50563.30078125","50563.30078125","188716.765625","188716.765625","188716.765625","96320.03125","96320.03125","96320.03125","","",""
"2983","94328.671875","94328.671875","94328.671875","50492.2421875","50492.2421875","50492.2421875","188871.703125","188871.703125","188871.703125","96288.5546875","96288.5546875","96288.5546875","","",""
"2984","92958.15625","92958.15625","92958.15625","50517.08984375","50517.08984375","50517.08984375","189287.796875","189287.796875","189287.796875","96196.015625","96196.015625","96196.015625","","",""
"2985","94356.5625","94356.5625","94356.5625","50632.56640625","50632.56640625","50632.56640625","188932.4375","188932.4375","188932.4375","96302.59375","96302.59375","96302.59375","","",""
"2986","93490.21875","93490.21875","93490.21875","50634.16015625","50634.16015625","50634.16015625","185548.203125","185548.203125","185548.203125","96268.8046875","96268.8046875","96268.8046875","","",""
"2987","94176.3515625","94176.3515625","94176.3515625","50743.75","50743.75","50743.75","188629.65625","188629.65625","188629.65625","96303.9453125","96303.9453125","96303.9453125","","",""
"2988","94845.796875","94845.796875","94845.796875","50652.828125","50652.828125","50652.828125","189172.125","189172.125","189172.125","96366.984375","96366.984375","96366.984375","","",""
"2989","93513.859375","93513.859375","93513.859375","50499.08203125","50499.08203125","50499.08203125","188804.84375","188804.84375","188804.84375","96294.1953125","96294.1953125","96294.1953125","","",""
"2990","93553.2890625","93553.2890625","93553.2890625","50503.57421875","50503.57421875","50503.57421875","189206.8125","189206.8125","189206.8125","96518.0703125","96518.0703125","96518.0703125","","",""
"2991","93111.1796875","93111.1796875","93111.1796875","50404.44921875","50404.44921875","50404.44921875","186810.90625","186810.90625","186810.90625","96431.6484375","96431.6484375","96431.6484375","","",""
"2992","93444.7734375","93444.7734375","93444.7734375","50420.70703125","50420.70703125","50420.70703125","190151.984375","190151.984375","190151.984375","96481.6328125","96481.6328125","96481.6328125","","",""
"2993","94086.359375","94086.359375","94086.359375","50399.49609375","50399.49609375","50399.49609375","189330.0625","189330.0625","189330.0625","96456.7265625","96456.7265625","96456.7265625","","",""
"2994","93989.8671875","93989.8671875","93989.8671875","50361.12109375","50361.12109375","50361.12109375","187537","187537","187537","96526.625","96526.625","96526.625","","",""
"2995","94089.1015625","94089.1015625","94089.1015625","50353.15625","50353.15625","50353.15625","189092.09375","189092.09375","189092.09375","96536.2734375","96536.2734375","96536.2734375","","",""
"2996","93113.6640625","93113.6640625","93113.6640625","50367.91015625","50367.91015625","50367.91015625","185658.046875","185658.046875","185658.046875","96442.578125","96442.578125","96442.578125","","",""
"2997","93746.9375","93746.9375","93746.9375","50523.87890625","50523.87890625","50523.87890625","189256.546875","189256.546875","189256.546875","96528.7734375","96528.7734375","96528.7734375","","",""
"2998","93518.7578125","93518.7578125","93518.7578125","50581.84375","50581.84375","50581.84375","188576.046875","188576.046875","188576.046875","96637.40625","96637.40625","96637.40625","","",""
"2999","93762.265625","93762.265625","93762.265625","50586.9296875","50586.9296875","50586.9296875","189323.46875","189323.46875","189323.46875","96556.15625","96556.15625","96556.15625","","",""
"3000","11830.3017578125","11830.3017578125","11830.3017578125","9529.349609375","9529.349609375","9529.349609375","14514.126953125","14514.126953125","14514.126953125","14761.0068359375","14761.0068359375","14761.0068359375","","",""
"3001","","","","","","","","","","99757.9453125","99757.9453125","99757.9453125","","",""
"3002","","","","","","","","","","96943","96943","96943","","",""
"3003","","","","","","","","","","96695.3046875","96695.3046875","96695.3046875","","",""
"3004","","","","","","","","","","96640.078125","96640.078125","96640.078125","","",""
"3005","","","","","","","","","","96544.484375","96544.484375","96544.484375","","",""
"3006","","","","","","","","","","96460.546875","96460.546875","96460.546875","","",""
"3007","","","","","","","","","","96339.5","96339.5","96339.5","","",""
"3008","","","","","","","","","","96295.5390625","96295.5390625","96295.5390625","","",""
"3009","","","","","","","","","","96315.484375","96315.484375","96315.484375","","",""
"3010","","","","","","","","","","96311.5078125","96311.5078125","96311.5078125","","",""
"3011","","","","","","","","","","96122.5078125","96122.5078125","96122.5078125","","",""
"3012","","","","","","","","","","96103.015625","96103.015625","96103.015625","","",""
"3013","","","","","","","","","","96352.859375","96352.859375","96352.859375","","",""
"3014","","","","","","","","","","96246.0625","96246.0625","96246.0625","","",""
"3015","","","","","","","","","","96191.40625","96191.40625","96191.40625","","",""
"3016","","","","","","","","","","96050.6171875","96050.6171875","96050.6171875","","",""
"3017","","","","","","","","","","96218.3359375","96218.3359375","96218.3359375","","",""
"3018","","","","","","","","","","96219.2578125","96219.2578125","96219.2578125","","",""
"3019","","","","","","","","","","96220.1796875","96220.1796875","96220.1796875","","",""
"3020","","","","","","","","","","96291.3671875","96291.3671875","96291.3671875","","",""
"3021","","","","","","","","","","96309.9921875","96309.9921875","96309.9921875","","",""
"3022","","","","","","","","","","96203.5859375","96203.5859375","96203.5859375","","",""
"3023","","","","","","","","","","96238.5","96238.5","96238.5","","",""
"3024","","","","","","","","","","96293.15625","96293.15625","96293.15625","","",""
"3025","","","","","","","","","","96302.296875","96302.296875","96302.296875","","",""
"3026","","","","","","","","","","96188.7109375","96188.7109375","96188.7109375","","",""
"3027","","","","","","","","","","96226.7578125","96226.7578125","96226.7578125","","",""
"3028","","","","","","","","","","96281.1953125","96281.1953125","96281.1953125","","",""
"3029","","","","","","","","","","96197.703125","96197.703125","96197.703125","","",""
"3030","","","","","","","","","","96326.0703125","96326.0703125","96326.0703125","","",""
"3031","","","","","","","","","","96124.375","96124.375","96124.375","","",""
"3032","","","","","","","","","","96291.3671875","96291.3671875","96291.3671875","","",""
"3033","","","","","","","","","","96296.109375","96296.109375","96296.109375","","",""
"3034","","","","","","","","","","96259.6015625","96259.6015625","96259.6015625","","",""
"3035","","","","","","","","","","96423.9296875","96423.9296875","96423.9296875","","",""
"3036","","","","","","","","","","96360.03125","96360.03125","96360.03125","","",""
"3037","","","","","","","","","","96300.1953125","96300.1953125","96300.1953125","","",""
"3038","","","","","","","","","","96400.9375","96400.9375","96400.9375","","",""
"3039","","","","","","","","","","96475.703125","96475.703125","96475.703125","","",""
"3040","","","","","","","","","","96579.3359375","96579.3359375","96579.3359375","","",""
"3041","","","","","","","","","","96261.2734375","96261.2734375","96261.2734375","","",""
"3042","","","","","","","","","","96550.0859375","96550.0859375","96550.0859375","","",""
"3043","","","","","","","","","","96402.421875","96402.421875","96402.421875","","",""
"3044","","","","","","","","","","96529.296875","96529.296875","96529.296875","","",""
"3045","","","","","","","","","","96493.9140625","96493.9140625","96493.9140625","","",""
"3046","","","","","","","","","","96516.5","96516.5","96516.5","","",""
"3047","","","","","","","","","","96505","96505","96505","","",""
"3048","","","","","","","","","","96515.671875","96515.671875","96515.671875","","",""
"3049","","","","","","","","","","96524.328125","96524.328125","96524.328125","","",""
"3050","","","","","","","","","","96574.59375","96574.59375","96574.59375","","",""
"3051","","","","","","","","","","96469.546875","96469.546875","96469.546875","","",""
"3052","","","","","","","","","","96520.7421875","96520.7421875","96520.7421875","","",""
"3053","","","","","","","","","","96539.7890625","96539.7890625","96539.7890625","","",""
"3054","","","","","","","","","","96533.234375","96533.234375","96533.234375","","",""
"3055","","","","","","","","","","96513.0234375","96513.0234375","96513.0234375","","",""
"3056","","","","","","","","","","96397.109375","96397.109375","96397.109375","","",""
"3057","","","","","","","","","","96585.0546875","96585.0546875","96585.0546875","","",""
"3058","","","","","","","","","","96469.5234375","96469.5234375","96469.5234375","","",""
"3059","","","","","","","","","","96425.0703125","96425.0703125","96425.0703125","","",""
"3060","","","","","","","","","","96437.5703125","96437.5703125","96437.5703125","","",""
"3061","","","","","","","","","","96297.0078125","96297.0078125","96297.0078125","","",""
"3062","","","","","","","","","","96291.1953125","96291.1953125","96291.1953125","","",""
"3063","","","","","","","","","","88933.984375","88933.984375","88933.984375","","",""
"3064","","","","","","","","","","96371.4609375","96371.4609375","96371.4609375","","",""
"3065","","","","","","","","","","96254.3203125","96254.3203125","96254.3203125","","",""
"3066","","","","","","","","","","96243.140625","96243.140625","96243.140625","","",""
"3067","","","","","","","","","","96245.7265625","96245.7265625","96245.7265625","","",""
"3068","","","","","","","","","","96273.6171875","96273.6171875","96273.6171875","","",""
"3069","","","","","","","","","","96208.8203125","96208.8203125","96208.8203125","","",""
"3070","","","","","","","","","","96232.703125","96232.703125","96232.703125","","",""
"3071","","","","","","","","","","96160.546875","96160.546875","96160.546875","","",""
"3072","","","","","","","","","","96246.578125","96246.578125","96246.578125","","",""
"3073","","","","","","","","","","96155.8671875","96155.8671875","96155.8671875","","",""
"3074","","","","","","","","","","96229.59375","96229.59375","96229.59375","","",""
"3075","","","","","","","","","","96259.125","96259.125","96259.125","","",""
"3076","","","","","","","","","","96181.703125","96181.703125","96181.703125","","",""
"3077","","","","","","","","","","96141.578125","96141.578125","96141.578125","","",""
"3078","","","","","","","","","","96367.1796875","96367.1796875","96367.1796875","","",""
"3079","","","","","","","","","","96267.921875","96267.921875","96267.921875","","",""
"3080","","","","","","","","","","96252.8984375","96252.8984375","96252.8984375","","",""
"3081","","","","","","","","","","96121.5078125","96121.5078125","96121.5078125","","",""
"3082","","","","","","","","","","96239.3828125","96239.3828125","96239.3828125","","",""
"3083","","","","","","","","","","96282.453125","96282.453125","96282.453125","","",""
"3084","","","","","","","","","","96328.734375","96328.734375","96328.734375","","",""
"3085","","","","","","","","","","96361.453125","96361.453125","96361.453125","","",""
"3086","","","","","","","","","","96260.0546875","96260.0546875","96260.0546875","","",""
"3087","","","","","","","","","","96284.96875","96284.96875","96284.96875","","",""
"3088","","","","","","","","","","96383.1015625","96383.1015625","96383.1015625","","",""
"3089","","","","","","","","","","96343.1484375","96343.1484375","96343.1484375","","",""
"3090","","","","","","","","","","96257.6484375","96257.6484375","96257.6484375","","",""
"3091","","","","","","","","","","96242.921875","96242.921875","96242.921875","","",""
"3092","","","","","","","","","","96343.140625","96343.140625","96343.140625","","",""
"3093","","","","","","","","","","96213.46875","96213.46875","96213.46875","","",""
"3094","","","","","","","","","","96308.8359375","96308.8359375","96308.8359375","","",""
"3095","","","","","","","","","","96197.4609375","96197.4609375","96197.4609375","","",""
"3096","","","","","","","","","","96226.4296875","96226.4296875","96226.4296875","","",""
"3097","","","","","","","","","","96311.8046875","96311.8046875","96311.8046875","","",""
"3098","","","","","","","","","","96273.28125","96273.28125","96273.28125","","",""
"3099","","","","","","","","","","96207.7578125","96207.7578125","96207.7578125","","",""
"3100","","","","","","","","","","69055.3203125","69055.3203125","69055.3203125","","",""
"3101","","","","","","","","","","73788.0625","73788.0625","73788.0625","","",""
"3102","","","","","","","","","","96427.828125","96427.828125","96427.828125","","",""
"3103","","","","","","","","","","96229.046875","96229.046875","96229.046875","","",""
"3104","","","","","","","","","","96286.7734375","96286.7734375","96286.7734375","","",""
"3105","","","","","","","","","","96140.3515625","96140.3515625","96140.3515625","","",""
"3106","","","","","","","","","","96173.984375","96173.984375","96173.984375","","",""
"3107","","","","","","","","","","96204.6953125","96204.6953125","96204.6953125","","",""
"3108","","","","","","","","","","96136.8984375","96136.8984375","96136.8984375","","",""
"3109","","","","","","","","","","96287.2265625","96287.2265625","96287.2265625","","",""
"3110","","","","","","","","","","96179.2109375","96179.2109375","96179.2109375","","",""
"3111","","","","","","","","","","96030.4296875","96030.4296875","96030.4296875","","",""
"3112","","","","","","","","","","96206.90625","96206.90625","96206.90625","","",""
"3113","","","","","","","","","","96144.2734375","96144.2734375","96144.2734375","","",""
"3114","","","","","","","","","","96316.578125","96316.578125","96316.578125","","",""
"3115","","","","","","","","","","96225.5703125","96225.5703125","96225.5703125","","",""
"3116","","","","","","","","","","96233.125","96233.125","96233.125","","",""
"3117","","","","","","","","","","96259.1875","96259.1875","96259.1875","","",""
"3118","","","","","","","","","","96294.96875","96294.96875","96294.96875","","",""
"3119","","","","","","","","","","96297.109375","96297.109375","96297.109375","","",""
"3120","","","","","","","","","","96266.890625","96266.890625","96266.890625","","",""
"3121","","","","","","","","","","96167.1953125","96167.1953125","96167.1953125","","",""
"3122","","","","","","","","","","96175.5703125","96175.5703125","96175.5703125","","",""
"3123","","","","","","","","","","96322.9296875","96322.9296875","96322.9296875","","",""
"3124","","","","","","","","","","96329.3671875","96329.3671875","96329.3671875","","",""
"3125","","","","","","","","","","96414.4453125","96414.4453125","96414.4453125","","",""
"3126","","","","","","","","","","96224.8046875","96224.8046875","96224.8046875","","",""
"3127","","","","","","","","","","96240.1953125","96240.1953125","96240.1953125","","",""
"3128","","","","","","","","","","96502.6953125","96502.6953125","96502.6953125","","",""
"3129","","","","","","","","","","96411.6953125","96411.6953125","96411.6953125","","",""
"3130","","","","","","","","","","96366.6484375","96366.6484375","96366.6484375","","",""
"3131","","","","","","","","","","96241.4375","96241.4375","96241.4375","","",""
"3132","","","","","","","","","","96383.1640625","96383.1640625","96383.1640625","","",""
"3133","","","","","","","","","","96312.375","96312.375","96312.375","","",""
"3134","","","","","","","","","","96318.7734375","96318.7734375","96318.7734375","","",""
"3135","","","","","","","","","","96353.5625","96353.5625","96353.5625","","",""
"3136","","","","","","","","","","96252.21875","96252.21875","96252.21875","","",""
"3137","","","","","","","","","","96183.015625","96183.015625","96183.015625","","",""
"3138","","","","","","","","","","96419.7890625","96419.7890625","96419.7890625","","",""
"3139","","","","","","","","","","96306.203125","96306.203125","96306.203125","","",""
"3140","","","","","","","","","","96202.703125","96202.703125","96202.703125","","",""
"3141","","","","","","","","","","96177.5859375","96177.5859375","96177.5859375","","",""
"3142","","","","","","","","","","96264.4765625","96264.4765625","96264.4765625","","",""
"3143","","","","","","","","","","96265.9609375","96265.9609375","96265.9609375","","",""
"3144","","","","","","","","","","96256.5078125","96256.5078125","96256.5078125","","",""
"3145","","","","","","","","","","96357.2265625","96357.2265625","96357.2265625","","",""
"3146","","","","","","","","","","96181.7734375","96181.7734375","96181.7734375","","",""
"3147","","","","","","","","","","96216.9140625","96216.9140625","96216.9140625","","",""
"3148","","","","","","","","","","96174.2734375","96174.2734375","96174.2734375","","",""
"3149","","","","","","","","","","96148.703125","96148.703125","96148.703125","","",""
"3150","","","","","","","","","","96305.734375","96305.734375","96305.734375","","",""
"3151","","","","","","","","","","96194.8203125","96194.8203125","96194.8203125","","",""
"3152","","","","","","","","","","96350.8515625","96350.8515625","96350.8515625","","",""
"3153","","","","","","","","","","96316.6171875","96316.6171875","96316.6171875","","",""
"3154","","","","","","","","","","96339.28125","96339.28125","96339.28125","","",""
"3155","","","","","","","","","","96209.9375","96209.9375","96209.9375","","",""
"3156","","","","","","","","","","96187.515625","96187.515625","96187.515625","","",""
"3157","","","","","","","","","","96319.7109375","96319.7109375","96319.7109375","","",""
"3158","","","","","","","","","","96269.46875","96269.46875","96269.46875","","",""
"3159","","","","","","","","","","96311.4921875","96311.4921875","96311.4921875","","",""
"3160","","","","","","","","","","96219.65625","96219.65625","96219.65625","","",""
"3161","","","","","","","","","","96413.65625","96413.65625","96413.65625","","",""
"3162","","","","","","","","","","96415.25","96415.25","96415.25","","",""
"3163","","","","","","","","","","96436.1015625","96436.1015625","96436.1015625","","",""
"3164","","","","","","","","","","96339.9609375","96339.9609375","96339.9609375","","",""
"3165","","","","","","","","","","96411.6484375","96411.6484375","96411.6484375","","",""
"3166","","","","","","","","","","96288.7734375","96288.7734375","96288.7734375","","",""
"3167","","","","","","","","","","96517.546875","96517.546875","96517.546875","","",""
"3168","","","","","","","","","","96449.5390625","96449.5390625","96449.5390625","","",""
"3169","","","","","","","","","","96289.1796875","96289.1796875","96289.1796875","","",""
"3170","","","","","","","","","","96213","96213","96213","","",""
"3171","","","","","","","","","","96208.7109375","96208.7109375","96208.7109375","","",""
"3172","","","","","","","","","","96375.171875","96375.171875","96375.171875","","",""
"3173","","","","","","","","","","96351.1640625","96351.1640625","96351.1640625","","",""
"3174","","","","","","","","","","96373.5390625","96373.5390625","96373.5390625","","",""
"3175","","","","","","","","","","96344.1328125","96344.1328125","96344.1328125","","",""
"3176","","","","","","","","","","96265.640625","96265.640625","96265.640625","","",""
"3177","","","","","","","","","","96343.9921875","96343.9921875","96343.9921875","","",""
"3178","","","","","","","","","","96346.265625","96346.265625","96346.265625","","",""
"3179","","","","","","","","","","96367.9921875","96367.9921875","96367.9921875","","",""
"3180","","","","","","","","","","96277.2109375","96277.2109375","96277.2109375","","",""
"3181","","","","","","","","","","96134.9921875","96134.9921875","96134.9921875","","",""
"3182","","","","","","","","","","96234.6171875","96234.6171875","96234.6171875","","",""
"3183","","","","","","","","","","96288.75","96288.75","96288.75","","",""
"3184","","","","","","","","","","96211.34375","96211.34375","96211.34375","","",""
"3185","","","","","","","","","","96230.5625","96230.5625","96230.5625","","",""
"3186","","","","","","","","","","96094.40625","96094.40625","96094.40625","","",""
"3187","","","","","","","","","","96128.6328125","96128.6328125","96128.6328125","","",""
"3188","","","","","","","","","","96313.1953125","96313.1953125","96313.1953125","","",""
"3189","","","","","","","","","","96296.4921875","96296.4921875","96296.4921875","","",""
"3190","","","","","","","","","","96165.6875","96165.6875","96165.6875","","",""
"3191","","","","","","","","","","96130.1953125","96130.1953125","96130.1953125","","",""
"3192","","","","","","","","","","96217.7578125","96217.7578125","96217.7578125","","",""
"3193","","","","","","","","","","96183.625","96183.625","96183.625","","",""
"3194","","","","","","","","","","96114.9375","96114.9375","96114.9375","","",""
"3195","","","","","","","","","","96345.1796875","96345.1796875","96345.1796875","","",""
"3196","","","","","","","","","","96148.6015625","96148.6015625","96148.6015625","","",""
"3197","","","","","","","","","","96197.3984375","96197.3984375","96197.3984375","","",""
"3198","","","","","","","","","","96268.328125","96268.328125","96268.328125","","",""
"3199","","","","","","","","","","96185.59375","96185.59375","96185.59375","","",""
"3200","","","","","","","","","","87671.8125","87671.8125","87671.8125","","",""
"3201","","","","","","","","","","74418.65625","74418.65625","74418.65625","","",""
"3202","","","","","","","","","","96293.1875","96293.1875","96293.1875","","",""
"3203","","","","","","","","","","96130.7578125","96130.7578125","96130.7578125","","",""
"3204","","","","","","","","","","96103.796875","96103.796875","96103.796875","","",""
"3205","","","","","","","","","","96065.5859375","96065.5859375","96065.5859375","","",""
"3206","","","","","","","","","","95965.609375","95965.609375","95965.609375","","",""
"3207","","","","","","","","","","96028.25","96028.25","96028.25","","",""
"3208","","","","","","","","","","96082.8671875","96082.8671875","96082.8671875","","",""
"3209","","","","","","","","","","96120.3046875","96120.3046875","96120.3046875","","",""
"3210","","","","","","","","","","96088.703125","96088.703125","96088.703125","","",""
"3211","","","","","","","","","","96053.6796875","96053.6796875","96053.6796875","","",""
"3212","","","","","","","","","","96109.421875","96109.421875","96109.421875","","",""
"3213","","","","","","","","","","96326.8828125","96326.8828125","96326.8828125","","",""
"3214","","","","","","","","","","96186.0546875","96186.0546875","96186.0546875","","",""
"3215","","","","","","","","","","96186.4765625","96186.4765625","96186.4765625","","",""
"3216","","","","","","","","","","96115.4609375","96115.4609375","96115.4609375","","",""
"3217","","","","","","","","","","96198.6953125","96198.6953125","96198.6953125","","",""
"3218","","","","","","","","","","96289.546875","96289.546875","96289.546875","","",""
"3219","","","","","","","","","","96287.9609375","96287.9609375","96287.9609375","","",""
"3220","","","","","","","","","","96302.9765625","96302.9765625","96302.9765625","","",""
"3221","","","","","","","","","","96313.6953125","96313.6953125","96313.6953125","","",""
"3222","","","","","","","","","","96298.2109375","96298.2109375","96298.2109375","","",""
"3223","","","","","","","","","","96309.7734375","96309.7734375","96309.7734375","","",""
"3224","","","","","","","","","","96332","96332","96332","","",""
"3225","","","","","","","","","","96359.296875","96359.296875","96359.296875","","",""
"3226","","","","","","","","","","96221.9453125","96221.9453125","96221.9453125","","",""
"3227","","","","","","","","","","96320.890625","96320.890625","96320.890625","","",""
"3228","","","","","","","","","","96332.203125","96332.203125","96332.203125","","",""
"3229","","","","","","","","","","96267.078125","96267.078125","96267.078125","","",""
"3230","","","","","","","","","","96304.3125","96304.3125","96304.3125","","",""
"3231","","","","","","","","","","96270.6015625","96270.6015625","96270.6015625","","",""
"3232","","","","","","","","","","96288.6484375","96288.6484375","96288.6484375","","",""
"3233","","","","","","","","","","96278.8046875","96278.8046875","96278.8046875","","",""
"3234","","","","","","","","","","96299.3515625","96299.3515625","96299.3515625","","",""
"3235","","","","","","","","","","96231.796875","96231.796875","96231.796875","","",""
"3236","","","","","","","","","","96336.15625","96336.15625","96336.15625","","",""
"3237","","","","","","","","","","96288.59375","96288.59375","96288.59375","","",""
"3238","","","","","","","","","","96305.609375","96305.609375","96305.609375","","",""
"3239","","","","","","","","","","96432.984375","96432.984375","96432.984375","","",""
"3240","","","","","","","","","","96304.1796875","96304.1796875","96304.1796875","","",""
"3241","","","","","","","","","","96232.40625","96232.40625","96232.40625","","",""
"3242","","","","","","","","","","96354.7265625","96354.7265625","96354.7265625","","",""
"3243","","","","","","","","","","96133.9453125","96133.9453125","96133.9453125","","",""
"3244","","","","","","","","","","96252.9609375","96252.9609375","96252.9609375","","",""
"3245","","","","","","","","","","96199.109375","96199.109375","96199.109375","","",""
"3246","","","","","","","","","","96131.7734375","96131.7734375","96131.7734375","","",""
"3247","","","","","","","","","","96223.015625","96223.015625","96223.015625","","",""
"3248","","","","","","","","","","96239.71875","96239.71875","96239.71875","","",""
"3249","","","","","","","","","","96224.6640625","96224.6640625","96224.6640625","","",""
"3250","","","","","","","","","","15756.0322265625","15756.0322265625","15756.0322265625","","",""
"3251","","","","","","","","","","99679.5625","99679.5625","99679.5625","","",""
"3252","","","","","","","","","","96697.65625","96697.65625","96697.65625","","",""
"3253","","","","","","","","","","96689.5078125","96689.5078125","96689.5078125","","",""
"3254","","","","","","","","","","96474.234375","96474.234375","96474.234375","","",""
"3255","","","","","","","","","","96319.609375","96319.609375","96319.609375","","",""
"3256","","","","","","","","","","88592.9453125","88592.9453125","88592.9453125","","",""
"3257","","","","","","","","","","96326.5625","96326.5625","96326.5625","","",""
"3258","","","","","","","","","","96218.8046875","96218.8046875","96218.8046875","","",""
