"Step","saturate_moe1Bsparse_15B - throughput/device/TPS","saturate_moe1Bsparse_15B - throughput/device/TPS__MIN","saturate_moe1Bsparse_15B - throughput/device/TPS__MAX","saturate_moe1Bolmo_15B - throughput/device/TPS","saturate_moe1Bolmo_15B - throughput/device/TPS__MIN","saturate_moe1Bolmo_15B - throughput/device/TPS__MAX","saturate_135M_15B_03 - throughput/device/TPS","saturate_135M_15B_03 - throughput/device/TPS__MIN","saturate_135M_15B_03 - throughput/device/TPS__MAX","saturate_271M_15_2_cont - throughput/device/TPS","saturate_271M_15_2_cont - throughput/device/TPS__MIN","saturate_271M_15_2_cont - throughput/device/TPS__MAX","saturate_271M_15B_2 - throughput/device/TPS","saturate_271M_15B_2 - throughput/device/TPS__MIN","saturate_271M_15B_2 - throughput/device/TPS__MAX"
"940","94776.3125","94776.3125","94776.3125","50964.9140625","50964.9140625","50964.9140625","189018.234375","189018.234375","189018.234375","96437.015625","96437.015625","96437.015625","","",""
"941","97160.8515625","97160.8515625","97160.8515625","50942.87109375","50942.87109375","50942.87109375","189237.71875","189237.71875","189237.71875","96242.7421875","96242.7421875","96242.7421875","","",""
"942","95340.03125","95340.03125","95340.03125","50955.93359375","50955.93359375","50955.93359375","189651.921875","189651.921875","189651.921875","96438.625","96438.625","96438.625","","",""
"943","98551.34375","98551.34375","98551.34375","50954.80078125","50954.80078125","50954.80078125","189391.375","189391.375","189391.375","96401.40625","96401.40625","96401.40625","","",""
"944","99464.4375","99464.4375","99464.4375","50985.91796875","50985.91796875","50985.91796875","189418.46875","189418.46875","189418.46875","96414.9140625","96414.9140625","96414.9140625","","",""
"945","92855.8984375","92855.8984375","92855.8984375","50982.2890625","50982.2890625","50982.2890625","189407.4375","189407.4375","189407.4375","96418.6328125","96418.6328125","96418.6328125","","",""
"946","94575.5546875","94575.5546875","94575.5546875","50903.76171875","50903.76171875","50903.76171875","190153.78125","190153.78125","190153.78125","96310.203125","96310.203125","96310.203125","","",""
"947","95004.8515625","95004.8515625","95004.8515625","50948.28125","50948.28125","50948.28125","189032.125","189032.125","189032.125","96369.28125","96369.28125","96369.28125","","",""
"948","94979.0234375","94979.0234375","94979.0234375","50921.20703125","50921.20703125","50921.20703125","189511.765625","189511.765625","189511.765625","96417.515625","96417.515625","96417.515625","","",""
"949","94576.203125","94576.203125","94576.203125","50913.375","50913.375","50913.375","189478.296875","189478.296875","189478.296875","96429.8203125","96429.8203125","96429.8203125","","",""
"950","94699.046875","94699.046875","94699.046875","50957.421875","50957.421875","50957.421875","189567.125","189567.125","189567.125","96428.6875","96428.6875","96428.6875","","",""
"951","94527.640625","94527.640625","94527.640625","50911.82421875","50911.82421875","50911.82421875","189431.734375","189431.734375","189431.734375","96223.015625","96223.015625","96223.015625","","",""
"952","94635.4921875","94635.4921875","94635.4921875","51007.56640625","51007.56640625","51007.56640625","189537.265625","189537.265625","189537.265625","96462.6640625","96462.6640625","96462.6640625","","",""
"953","94657.4921875","94657.4921875","94657.4921875","51018.421875","51018.421875","51018.421875","189421.5625","189421.5625","189421.5625","96395.8359375","96395.8359375","96395.8359375","","",""
"954","95313.3828125","95313.3828125","95313.3828125","51005.4921875","51005.4921875","51005.4921875","189609.59375","189609.59375","189609.59375","96231.3359375","96231.3359375","96231.3359375","","",""
"955","94922.75","94922.75","94922.75","51008.16796875","51008.16796875","51008.16796875","189442.09375","189442.09375","189442.09375","96486.1015625","96486.1015625","96486.1015625","","",""
"956","94251.484375","94251.484375","94251.484375","50951.93359375","50951.93359375","50951.93359375","189231.84375","189231.84375","189231.84375","96286.7421875","96286.7421875","96286.7421875","","",""
"957","95241.8046875","95241.8046875","95241.8046875","50946.109375","50946.109375","50946.109375","189581.796875","189581.796875","189581.796875","96358.75","96358.75","96358.75","","",""
"958","94259.796875","94259.796875","94259.796875","51014.71875","51014.71875","51014.71875","189570.953125","189570.953125","189570.953125","96277.8828125","96277.8828125","96277.8828125","","",""
"959","95750.703125","95750.703125","95750.703125","51003.0703125","51003.0703125","51003.0703125","190742.34375","190742.34375","190742.34375","96385.5390625","96385.5390625","96385.5390625","","",""
"960","94720.6796875","94720.6796875","94720.6796875","50941.890625","50941.890625","50941.890625","189020.65625","189020.65625","189020.65625","96333.1796875","96333.1796875","96333.1796875","","",""
"961","94481.3203125","94481.3203125","94481.3203125","50960.5625","50960.5625","50960.5625","189423.046875","189423.046875","189423.046875","96184.3203125","96184.3203125","96184.3203125","","",""
"962","94590.421875","94590.421875","94590.421875","51052.28515625","51052.28515625","51052.28515625","189429.859375","189429.859375","189429.859375","96409.484375","96409.484375","96409.484375","","",""
"963","94448.25","94448.25","94448.25","51078.3828125","51078.3828125","51078.3828125","189483","189483","189483","96288.609375","96288.609375","96288.609375","","",""
"964","94807.0078125","94807.0078125","94807.0078125","51070.625","51070.625","51070.625","189459.109375","189459.109375","189459.109375","96264.953125","96264.953125","96264.953125","","",""
"965","95274.1484375","95274.1484375","95274.1484375","51108.5234375","51108.5234375","51108.5234375","189526.8125","189526.8125","189526.8125","96378.3203125","96378.3203125","96378.3203125","","",""
"966","95007.515625","95007.515625","95007.515625","51049.90625","51049.90625","51049.90625","189281.46875","189281.46875","189281.46875","96246.6484375","96246.6484375","96246.6484375","","",""
"967","96197.9921875","96197.9921875","96197.9921875","51087.70703125","51087.70703125","51087.70703125","190604.640625","190604.640625","190604.640625","96273.1015625","96273.1015625","96273.1015625","","",""
"968","94399.0078125","94399.0078125","94399.0078125","51140.59765625","51140.59765625","51140.59765625","189487.265625","189487.265625","189487.265625","96272.296875","96272.296875","96272.296875","","",""
"969","94578.546875","94578.546875","94578.546875","51102.75","51102.75","51102.75","189453.3125","189453.3125","189453.3125","96294.9296875","96294.9296875","96294.9296875","","",""
"970","93972.4609375","93972.4609375","93972.4609375","51133.16796875","51133.16796875","51133.16796875","189478.59375","189478.59375","189478.59375","96331.390625","96331.390625","96331.390625","","",""
"971","93332.703125","93332.703125","93332.703125","51075.6796875","51075.6796875","51075.6796875","189270.90625","189270.90625","189270.90625","96200.171875","96200.171875","96200.171875","","",""
"972","94863.390625","94863.390625","94863.390625","51092.765625","51092.765625","51092.765625","189645.09375","189645.09375","189645.09375","96269.7421875","96269.7421875","96269.7421875","","",""
"973","95240.9375","95240.9375","95240.9375","51085.4609375","51085.4609375","51085.4609375","189522.375","189522.375","189522.375","96266.296875","96266.296875","96266.296875","","",""
"974","95188.5625","95188.5625","95188.5625","51081.38671875","51081.38671875","51081.38671875","189609.4375","189609.4375","189609.4375","96298.59375","96298.59375","96298.59375","","",""
"975","94491.90625","94491.90625","94491.90625","50980.05859375","50980.05859375","50980.05859375","189617.125","189617.125","189617.125","96348.1796875","96348.1796875","96348.1796875","","",""
"976","94188.640625","94188.640625","94188.640625","50980.4453125","50980.4453125","50980.4453125","189785.65625","189785.65625","189785.65625","96207.890625","96207.890625","96207.890625","","",""
"977","95146.328125","95146.328125","95146.328125","51016.2890625","51016.2890625","51016.2890625","189752.59375","189752.59375","189752.59375","96338.6015625","96338.6015625","96338.6015625","","",""
"978","94550.40625","94550.40625","94550.40625","50965.45703125","50965.45703125","50965.45703125","188983.078125","188983.078125","188983.078125","96262.1015625","96262.1015625","96262.1015625","","",""
"979","95004.5","95004.5","95004.5","50982.16796875","50982.16796875","50982.16796875","189518.34375","189518.34375","189518.34375","96372.8046875","96372.8046875","96372.8046875","","",""
"980","94783.1640625","94783.1640625","94783.1640625","50964.06640625","50964.06640625","50964.06640625","189525.953125","189525.953125","189525.953125","96350.1015625","96350.1015625","96350.1015625","","",""
"981","94256.3515625","94256.3515625","94256.3515625","50846.04296875","50846.04296875","50846.04296875","189856.109375","189856.109375","189856.109375","96239.53125","96239.53125","96239.53125","","",""
"982","94482.4296875","94482.4296875","94482.4296875","50875.17578125","50875.17578125","50875.17578125","189568.640625","189568.640625","189568.640625","96392.8125","96392.8125","96392.8125","","",""
"983","95239.25","95239.25","95239.25","50824","50824","50824","189608.34375","189608.34375","189608.34375","96399.21875","96399.21875","96399.21875","","",""
"984","94430.828125","94430.828125","94430.828125","50971.28125","50971.28125","50971.28125","189384.328125","189384.328125","189384.328125","96439.6796875","96439.6796875","96439.6796875","","",""
"985","94881.4921875","94881.4921875","94881.4921875","51049.8515625","51049.8515625","51049.8515625","190258.640625","190258.640625","190258.640625","96414.6328125","96414.6328125","96414.6328125","","",""
"986","94571.28125","94571.28125","94571.28125","51070.21484375","51070.21484375","51070.21484375","189114.34375","189114.34375","189114.34375","96326.59375","96326.59375","96326.59375","","",""
"987","94624.4296875","94624.4296875","94624.4296875","51082.171875","51082.171875","51082.171875","191366.0625","191366.0625","191366.0625","96309.6328125","96309.6328125","96309.6328125","","",""
"988","94910.9609375","94910.9609375","94910.9609375","51101.0703125","51101.0703125","51101.0703125","189823.671875","189823.671875","189823.671875","96464.9765625","96464.9765625","96464.9765625","","",""
"989","95025.8984375","95025.8984375","95025.8984375","51067.78515625","51067.78515625","51067.78515625","189196.484375","189196.484375","189196.484375","96336.703125","96336.703125","96336.703125","","",""
"990","94659.546875","94659.546875","94659.546875","51072.2421875","51072.2421875","51072.2421875","190116.015625","190116.015625","190116.015625","96348.671875","96348.671875","96348.671875","","",""
"991","93575.90625","93575.90625","93575.90625","51050.09375","51050.09375","51050.09375","190082.578125","190082.578125","190082.578125","96293.625","96293.625","96293.625","","",""
"992","92300.6015625","92300.6015625","92300.6015625","51070.19140625","51070.19140625","51070.19140625","188983.453125","188983.453125","188983.453125","96392.5703125","96392.5703125","96392.5703125","","",""
"993","92996.15625","92996.15625","92996.15625","51087.30859375","51087.30859375","51087.30859375","189692.21875","189692.21875","189692.21875","96401.8671875","96401.8671875","96401.8671875","","",""
"994","94171.9921875","94171.9921875","94171.9921875","51058.1953125","51058.1953125","51058.1953125","189562.265625","189562.265625","189562.265625","96425.546875","96425.546875","96425.546875","","",""
"995","94981.7421875","94981.7421875","94981.7421875","51030.14453125","51030.14453125","51030.14453125","189541.578125","189541.578125","189541.578125","96418.5234375","96418.5234375","96418.5234375","","",""
"996","95048.6953125","95048.6953125","95048.6953125","51022.48828125","51022.48828125","51022.48828125","189808.75","189808.75","189808.75","96334.28125","96334.28125","96334.28125","","",""
"997","94678.2109375","94678.2109375","94678.2109375","51068.54296875","51068.54296875","51068.54296875","189502.359375","189502.359375","189502.359375","96401.1875","96401.1875","96401.1875","","",""
"998","94934.734375","94934.734375","94934.734375","51063.69921875","51063.69921875","51063.69921875","189584.875","189584.875","189584.875","96489.9375","96489.9375","96489.9375","","",""
"999","93971.2421875","93971.2421875","93971.2421875","51065.7734375","51065.7734375","51065.7734375","189597.921875","189597.921875","189597.921875","96423.40625","96423.40625","96423.40625","","",""
"1000","12918.0966796875","12918.0966796875","12918.0966796875","9731.0576171875","9731.0576171875","9731.0576171875","17875.314453125","17875.314453125","17875.314453125","14182.7021484375","14182.7021484375","14182.7021484375","","",""
"1001","92117.8671875","92117.8671875","92117.8671875","51426.546875","51426.546875","51426.546875","","","","99713.9921875","99713.9921875","99713.9921875","","",""
"1002","94072.4296875","94072.4296875","94072.4296875","51090.8203125","51090.8203125","51090.8203125","191457.640625","191457.640625","191457.640625","96855.265625","96855.265625","96855.265625","","",""
"1003","94012.859375","94012.859375","94012.859375","50993.4921875","50993.4921875","50993.4921875","192455.359375","192455.359375","192455.359375","96680.078125","96680.078125","96680.078125","","",""
"1004","96236.6015625","96236.6015625","96236.6015625","50909.4375","50909.4375","50909.4375","192100.90625","192100.90625","192100.90625","96498.890625","96498.890625","96498.890625","","",""
"1005","95066.2734375","95066.2734375","95066.2734375","50908.0859375","50908.0859375","50908.0859375","190902.109375","190902.109375","190902.109375","96434.328125","96434.328125","96434.328125","","",""
"1006","94635.6484375","94635.6484375","94635.6484375","50840.546875","50840.546875","50840.546875","189812.96875","189812.96875","189812.96875","96328.3046875","96328.3046875","96328.3046875","","",""
"1007","95043.1328125","95043.1328125","95043.1328125","50923.92578125","50923.92578125","50923.92578125","191525.15625","191525.15625","191525.15625","96376.984375","96376.984375","96376.984375","","",""
"1008","94248.375","94248.375","94248.375","50970.8515625","50970.8515625","50970.8515625","190983.15625","190983.15625","190983.15625","96286.640625","96286.640625","96286.640625","","",""
"1009","99089.640625","99089.640625","99089.640625","51026.20703125","51026.20703125","51026.20703125","191658.75","191658.75","191658.75","96337.5546875","96337.5546875","96337.5546875","","",""
"1010","94881.3125","94881.3125","94881.3125","51041.8203125","51041.8203125","51041.8203125","193406.53125","193406.53125","193406.53125","96254.5625","96254.5625","96254.5625","","",""
"1011","94427.203125","94427.203125","94427.203125","51002.2421875","51002.2421875","51002.2421875","189554.671875","189554.671875","189554.671875","96122.7109375","96122.7109375","96122.7109375","","",""
"1012","96273.1875","96273.1875","96273.1875","51080.5234375","51080.5234375","51080.5234375","190275.3125","190275.3125","190275.3125","96193.890625","96193.890625","96193.890625","","",""
"1013","97305.25","97305.25","97305.25","51079.71875","51079.71875","51079.71875","191602.75","191602.75","191602.75","96245.546875","96245.546875","96245.546875","","",""
"1014","99615.4765625","99615.4765625","99615.4765625","51101.359375","51101.359375","51101.359375","190872.4375","190872.4375","190872.4375","96286.78125","96286.78125","96286.78125","","",""
"1015","98159.1484375","98159.1484375","98159.1484375","51036.27734375","51036.27734375","51036.27734375","191694.453125","191694.453125","191694.453125","96214.015625","96214.015625","96214.015625","","",""
"1016","96221.34375","96221.34375","96221.34375","51027.11328125","51027.11328125","51027.11328125","189124.03125","189124.03125","189124.03125","96201.203125","96201.203125","96201.203125","","",""
"1017","95122.2890625","95122.2890625","95122.2890625","51022.203125","51022.203125","51022.203125","191588.390625","191588.390625","191588.390625","96186.8984375","96186.8984375","96186.8984375","","",""
"1018","95157.8984375","95157.8984375","95157.8984375","51033.35546875","51033.35546875","51033.35546875","192020.1875","192020.1875","192020.1875","96243.296875","96243.296875","96243.296875","","",""
"1019","95966.640625","95966.640625","95966.640625","50989.79296875","50989.79296875","50989.79296875","191645.140625","191645.140625","191645.140625","96246.4921875","96246.4921875","96246.4921875","","",""
"1020","95138.3203125","95138.3203125","95138.3203125","51002.51171875","51002.51171875","51002.51171875","190842.203125","190842.203125","190842.203125","96235.0390625","96235.0390625","96235.0390625","","",""
"1021","94794.328125","94794.328125","94794.328125","50971.96484375","50971.96484375","50971.96484375","187811.421875","187811.421875","187811.421875","96270.3359375","96270.3359375","96270.3359375","","",""
"1022","94690.234375","94690.234375","94690.234375","50986.6796875","50986.6796875","50986.6796875","190136.84375","190136.84375","190136.84375","96341.5390625","96341.5390625","96341.5390625","","",""
"1023","95129.078125","95129.078125","95129.078125","50996.859375","50996.859375","50996.859375","188507.796875","188507.796875","188507.796875","96366.625","96366.625","96366.625","","",""
"1024","94587.65625","94587.65625","94587.65625","51015.0703125","51015.0703125","51015.0703125","190157.6875","190157.6875","190157.6875","96429.2734375","96429.2734375","96429.2734375","","",""
"1025","94646.1640625","94646.1640625","94646.1640625","50993.7421875","50993.7421875","50993.7421875","189963.109375","189963.109375","189963.109375","96395.171875","96395.171875","96395.171875","","",""
"1026","94838.1796875","94838.1796875","94838.1796875","50945.828125","50945.828125","50945.828125","186602.0625","186602.0625","186602.0625","96349.5546875","96349.5546875","96349.5546875","","",""
"1027","92549.5625","92549.5625","92549.5625","50994.796875","50994.796875","50994.796875","189219.765625","189219.765625","189219.765625","96438.1328125","96438.1328125","96438.1328125","","",""
"1028","92903.8671875","92903.8671875","92903.8671875","51001.0703125","51001.0703125","51001.0703125","190110.546875","190110.546875","190110.546875","96370.8125","96370.8125","96370.8125","","",""
"1029","94138.515625","94138.515625","94138.515625","50989.39453125","50989.39453125","50989.39453125","189594.03125","189594.03125","189594.03125","96588.640625","96588.640625","96588.640625","","",""
"1030","96292.7265625","96292.7265625","96292.7265625","50984.8359375","50984.8359375","50984.8359375","189261.8125","189261.8125","189261.8125","96461.59375","96461.59375","96461.59375","","",""
"1031","94152.609375","94152.609375","94152.609375","50967.51171875","50967.51171875","50967.51171875","186551.75","186551.75","186551.75","96183.9765625","96183.9765625","96183.9765625","","",""
"1032","95143.0703125","95143.0703125","95143.0703125","51039.05859375","51039.05859375","51039.05859375","189668.390625","189668.390625","189668.390625","96447.8203125","96447.8203125","96447.8203125","","",""
"1033","94987.25","94987.25","94987.25","51046.2578125","51046.2578125","51046.2578125","190968.796875","190968.796875","190968.796875","96414.3671875","96414.3671875","96414.3671875","","",""
"1034","94976.9921875","94976.9921875","94976.9921875","51044.88671875","51044.88671875","51044.88671875","189135.015625","189135.015625","189135.015625","96477.875","96477.875","96477.875","","",""
"1035","95504.609375","95504.609375","95504.609375","50991.078125","50991.078125","50991.078125","189428.734375","189428.734375","189428.734375","96318.2265625","96318.2265625","96318.2265625","","",""
"1036","94985.0703125","94985.0703125","94985.0703125","51017.95703125","51017.95703125","51017.95703125","186434.953125","186434.953125","186434.953125","96264.0625","96264.0625","96264.0625","","",""
"1037","94864.421875","94864.421875","94864.421875","51083.65234375","51083.65234375","51083.65234375","189809.328125","189809.328125","189809.328125","96323.75","96323.75","96323.75","","",""
"1038","94462.6796875","94462.6796875","94462.6796875","51151.3203125","51151.3203125","51151.3203125","188893.53125","188893.53125","188893.53125","96325.3359375","96325.3359375","96325.3359375","","",""
"1039","94662.9296875","94662.9296875","94662.9296875","51226.921875","51226.921875","51226.921875","189958.140625","189958.140625","189958.140625","96423.7734375","96423.7734375","96423.7734375","","",""
"1040","95167.3515625","95167.3515625","95167.3515625","51270.88671875","51270.88671875","51270.88671875","188449.15625","188449.15625","188449.15625","96380.2109375","96380.2109375","96380.2109375","","",""
"1041","93700.0546875","93700.0546875","93700.0546875","51220.09375","51220.09375","51220.09375","186708.671875","186708.671875","186708.671875","96282.8515625","96282.8515625","96282.8515625","","",""
"1042","94345.703125","94345.703125","94345.703125","51250.3359375","51250.3359375","51250.3359375","189898.890625","189898.890625","189898.890625","96370.8984375","96370.8984375","96370.8984375","","",""
"1043","95225.109375","95225.109375","95225.109375","51261.484375","51261.484375","51261.484375","189195.515625","189195.515625","189195.515625","96341.46875","96341.46875","96341.46875","","",""
"1044","94982.7265625","94982.7265625","94982.7265625","51288.37109375","51288.37109375","51288.37109375","189605.5625","189605.5625","189605.5625","96333.3125","96333.3125","96333.3125","","",""
"1045","94751.5546875","94751.5546875","94751.5546875","51237.84375","51237.84375","51237.84375","189913.546875","189913.546875","189913.546875","96318.03125","96318.03125","96318.03125","","",""
"1046","94723.9453125","94723.9453125","94723.9453125","51087.4375","51087.4375","51087.4375","186792.125","186792.125","186792.125","96123.7734375","96123.7734375","96123.7734375","","",""
"1047","95002.84375","95002.84375","95002.84375","51033.93359375","51033.93359375","51033.93359375","189834.1875","189834.1875","189834.1875","96252.9453125","96252.9453125","96252.9453125","","",""
"1048","94863.546875","94863.546875","94863.546875","50990.1015625","50990.1015625","50990.1015625","188535.125","188535.125","188535.125","96316.34375","96316.34375","96316.34375","","",""
"1049","95071.6875","95071.6875","95071.6875","50988.69921875","50988.69921875","50988.69921875","189880.96875","189880.96875","189880.96875","96316.765625","96316.765625","96316.765625","","",""
"1050","94755.2421875","94755.2421875","94755.2421875","50950.91015625","50950.91015625","50950.91015625","188484.921875","188484.921875","188484.921875","96265.7734375","96265.7734375","96265.7734375","","",""
"1051","94216.6328125","94216.6328125","94216.6328125","50925.5234375","50925.5234375","50925.5234375","187166.46875","187166.46875","187166.46875","96245.125","96245.125","96245.125","","",""
"1052","94487.0078125","94487.0078125","94487.0078125","50964.171875","50964.171875","50964.171875","191008.4375","191008.4375","191008.4375","96298.0390625","96298.0390625","96298.0390625","","",""
"1053","94927.8828125","94927.8828125","94927.8828125","50997.8046875","50997.8046875","50997.8046875","190856.359375","190856.359375","190856.359375","96306.59375","96306.59375","96306.59375","","",""
"1054","94486.6640625","94486.6640625","94486.6640625","51042.54296875","51042.54296875","51042.54296875","189789.90625","189789.90625","189789.90625","96452.0859375","96452.0859375","96452.0859375","","",""
"1055","94998.8125","94998.8125","94998.8125","50970.5546875","50970.5546875","50970.5546875","191016.734375","191016.734375","191016.734375","96361.1640625","96361.1640625","96361.1640625","","",""
"1056","94391.2265625","94391.2265625","94391.2265625","50965.76953125","50965.76953125","50965.76953125","187882.140625","187882.140625","187882.140625","96187.96875","96187.96875","96187.96875","","",""
"1057","94682.5390625","94682.5390625","94682.5390625","51044.41796875","51044.41796875","51044.41796875","189287.5625","189287.5625","189287.5625","96334.671875","96334.671875","96334.671875","","",""
"1058","94862.828125","94862.828125","94862.828125","51064.39453125","51064.39453125","51064.39453125","189854.6875","189854.6875","189854.6875","96324.703125","96324.703125","96324.703125","","",""
"1059","94988.578125","94988.578125","94988.578125","51057.30859375","51057.30859375","51057.30859375","189467.484375","189467.484375","189467.484375","96238.1484375","96238.1484375","96238.1484375","","",""
"1060","94547.28125","94547.28125","94547.28125","51019.03515625","51019.03515625","51019.03515625","189800.328125","189800.328125","189800.328125","96403.390625","96403.390625","96403.390625","","",""
"1061","93968.0859375","93968.0859375","93968.0859375","50946.83203125","50946.83203125","50946.83203125","186691.953125","186691.953125","186691.953125","96170.7421875","96170.7421875","96170.7421875","","",""
"1062","94668.9140625","94668.9140625","94668.9140625","50965.2109375","50965.2109375","50965.2109375","189885.5625","189885.5625","189885.5625","96346.03125","96346.03125","96346.03125","","",""
"1063","94982.609375","94982.609375","94982.609375","50967.3671875","50967.3671875","50967.3671875","188589.875","188589.875","188589.875","96325.515625","96325.515625","96325.515625","","",""
"1064","94762.7890625","94762.7890625","94762.7890625","50968.61328125","50968.61328125","50968.61328125","189174.71875","189174.71875","189174.71875","96267.1484375","96267.1484375","96267.1484375","","",""
"1065","95214.8046875","95214.8046875","95214.8046875","51020.671875","51020.671875","51020.671875","188708.75","188708.75","188708.75","96333.21875","96333.21875","96333.21875","","",""
"1066","94679.7421875","94679.7421875","94679.7421875","50950.32421875","50950.32421875","50950.32421875","186961.28125","186961.28125","186961.28125","96230.71875","96230.71875","96230.71875","","",""
"1067","94755.8671875","94755.8671875","94755.8671875","51108.9921875","51108.9921875","51108.9921875","189790.3125","189790.3125","189790.3125","96468.734375","96468.734375","96468.734375","","",""
"1068","94698.1875","94698.1875","94698.1875","51119.50390625","51119.50390625","51119.50390625","189720.0625","189720.0625","189720.0625","96399.546875","96399.546875","96399.546875","","",""
"1069","93560.328125","93560.328125","93560.328125","51149.00390625","51149.00390625","51149.00390625","189327.578125","189327.578125","189327.578125","96446.1953125","96446.1953125","96446.1953125","","",""
"1070","94887.90625","94887.90625","94887.90625","51162.78125","51162.78125","51162.78125","189657.515625","189657.515625","189657.515625","96407.8671875","96407.8671875","96407.8671875","","",""
"1071","93154.6875","93154.6875","93154.6875","51157.27734375","51157.27734375","51157.27734375","188183.5625","188183.5625","188183.5625","96282.0625","96282.0625","96282.0625","","",""
"1072","94602.640625","94602.640625","94602.640625","51244.4921875","51244.4921875","51244.4921875","190798.765625","190798.765625","190798.765625","96318.3203125","96318.3203125","96318.3203125","","",""
"1073","93166.3125","93166.3125","93166.3125","51267.41015625","51267.41015625","51267.41015625","189253.65625","189253.65625","189253.65625","96368.078125","96368.078125","96368.078125","","",""
"1074","92660.2890625","92660.2890625","92660.2890625","51325.01171875","51325.01171875","51325.01171875","189458.15625","189458.15625","189458.15625","96317.390625","96317.390625","96317.390625","","",""
"1075","97197.7265625","97197.7265625","97197.7265625","51302.13671875","51302.13671875","51302.13671875","189732.515625","189732.515625","189732.515625","96291.140625","96291.140625","96291.140625","","",""
"1076","92861.5703125","92861.5703125","92861.5703125","51258.85546875","51258.85546875","51258.85546875","186742.53125","186742.53125","186742.53125","96196.640625","96196.640625","96196.640625","","",""
"1077","93456.4921875","93456.4921875","93456.4921875","51256.63671875","51256.63671875","51256.63671875","189910.4375","189910.4375","189910.4375","96222.53125","96222.53125","96222.53125","","",""
"1078","93105.1015625","93105.1015625","93105.1015625","51320.5234375","51320.5234375","51320.5234375","191094.8125","191094.8125","191094.8125","96413.3671875","96413.3671875","96413.3671875","","",""
"1079","93298.1953125","93298.1953125","93298.1953125","51320.20703125","51320.20703125","51320.20703125","189502.9375","189502.9375","189502.9375","96293.953125","96293.953125","96293.953125","","",""
"1080","93644.109375","93644.109375","93644.109375","51345.40625","51345.40625","51345.40625","190599.578125","190599.578125","190599.578125","96326.34375","96326.34375","96326.34375","","",""
"1081","96704.1953125","96704.1953125","96704.1953125","51310.04296875","51310.04296875","51310.04296875","187369.984375","187369.984375","187369.984375","96219.265625","96219.265625","96219.265625","","",""
"1082","99291.6015625","99291.6015625","99291.6015625","51354.92578125","51354.92578125","51354.92578125","190220.46875","190220.46875","190220.46875","96247.3515625","96247.3515625","96247.3515625","","",""
"1083","99261.015625","99261.015625","99261.015625","51307.92578125","51307.92578125","51307.92578125","188905.875","188905.875","188905.875","96295.09375","96295.09375","96295.09375","","",""
"1084","93104.4296875","93104.4296875","93104.4296875","51295.64453125","51295.64453125","51295.64453125","189747.375","189747.375","189747.375","96282.09375","96282.09375","96282.09375","","",""
"1085","94765.9609375","94765.9609375","94765.9609375","51282.03515625","51282.03515625","51282.03515625","188833.78125","188833.78125","188833.78125","96433.078125","96433.078125","96433.078125","","",""
"1086","93904.8359375","93904.8359375","93904.8359375","51259.66015625","51259.66015625","51259.66015625","186936.3125","186936.3125","186936.3125","96342.9765625","96342.9765625","96342.9765625","","",""
"1087","94213.6875","94213.6875","94213.6875","51282.57421875","51282.57421875","51282.57421875","189304.3125","189304.3125","189304.3125","96300.2265625","96300.2265625","96300.2265625","","",""
"1088","94478.7421875","94478.7421875","94478.7421875","51276.02734375","51276.02734375","51276.02734375","189508.46875","189508.46875","189508.46875","96500.40625","96500.40625","96500.40625","","",""
"1089","94020.796875","94020.796875","94020.796875","51323.75390625","51323.75390625","51323.75390625","189463.515625","189463.515625","189463.515625","96471.6015625","96471.6015625","96471.6015625","","",""
"1090","94664.0390625","94664.0390625","94664.0390625","51300.0625","51300.0625","51300.0625","188993.640625","188993.640625","188993.640625","96383.421875","96383.421875","96383.421875","","",""
"1091","94034.1875","94034.1875","94034.1875","51251.5078125","51251.5078125","51251.5078125","187217.359375","187217.359375","187217.359375","96320.0859375","96320.0859375","96320.0859375","","",""
"1092","94492.0390625","94492.0390625","94492.0390625","51290.90234375","51290.90234375","51290.90234375","190916.140625","190916.140625","190916.140625","96385.9765625","96385.9765625","96385.9765625","","",""
"1093","94651.375","94651.375","94651.375","51266.78515625","51266.78515625","51266.78515625","190028.5","190028.5","190028.5","96668.1484375","96668.1484375","96668.1484375","","",""
"1094","94624.5703125","94624.5703125","94624.5703125","51300.7578125","51300.7578125","51300.7578125","190423.84375","190423.84375","190423.84375","96451.59375","96451.59375","96451.59375","","",""
"1095","94334.1640625","94334.1640625","94334.1640625","51236.71484375","51236.71484375","51236.71484375","189964.984375","189964.984375","189964.984375","96546.8203125","96546.8203125","96546.8203125","","",""
"1096","94438.609375","94438.609375","94438.609375","51179.46484375","51179.46484375","51179.46484375","187482.28125","187482.28125","187482.28125","96409.90625","96409.90625","96409.90625","","",""
"1097","94634.25","94634.25","94634.25","51209.48828125","51209.48828125","51209.48828125","190271.390625","190271.390625","190271.390625","96550.2734375","96550.2734375","96550.2734375","","",""
"1098","95367.7109375","95367.7109375","95367.7109375","51267.046875","51267.046875","51267.046875","188682.40625","188682.40625","188682.40625","96516.1953125","96516.1953125","96516.1953125","","",""
"1099","94529.015625","94529.015625","94529.015625","51219.953125","51219.953125","51219.953125","190855.03125","190855.03125","190855.03125","96461.71875","96461.71875","96461.71875","","",""
"1100","46849.8203125","46849.8203125","46849.8203125","33449.89453125","33449.89453125","33449.89453125","86938.3671875","86938.3671875","86938.3671875","66993.984375","66993.984375","66993.984375","","",""
