run,label,final_loss,actual_compute,optimal_compute,efficiency
saturate_moe1Bsparse_15B,MoE-1B (sparse),5.584348678588867,0.012386304,2.644096446497247e-07,2.1346936475136144e-05
saturate_moe1Bolmo_15B,MoE-1B (OLMo),5.669063091278076,0.008454144,1.956599913425844e-07,2.3143678572612958e-05
saturate_135M_15B_03,135M,3.4360673427581787,0.10616832,0.004370131428435452,0.04116229237154221
saturate_1B_15B.py,1B,4.454000473022461,0.10156041102222223,2.4362545296757426e-05,0.00023988230307010777
saturate_271M_15B_2,271M (full run),3.2462916374206543,0.238271594496,0.013613731348327832,0.05713535168606249
