"Step","saturate_moe1Bsparse_15B - train/CE loss","saturate_moe1Bsparse_15B - train/CE loss__MIN","saturate_moe1Bsparse_15B - train/CE loss__MAX","saturate_moe1Bolmo_15B - train/CE loss","saturate_moe1Bolmo_15B - train/CE loss__MIN","saturate_moe1Bolmo_15B - train/CE loss__MAX","saturate_135M_15B_03 - train/CE loss","saturate_135M_15B_03 - train/CE loss__MIN","saturate_135M_15B_03 - train/CE loss__MAX","saturate_1B_15B.py - train/CE loss","saturate_1B_15B.py - train/CE loss__MIN","saturate_1B_15B.py - train/CE loss__MAX","saturate_271M_15_2_cont - train/CE loss","saturate_271M_15_2_cont - train/CE loss__MIN","saturate_271M_15_2_cont - train/CE loss__MAX","saturate_271M_15B_2 - train/CE loss","saturate_271M_15B_2 - train/CE loss__MIN","saturate_271M_15B_2 - train/CE loss__MAX"
"25","8.273584365844727","8.273584365844727","8.273584365844727","7.392480850219727","7.392480850219727","7.392480850219727","7.940299987792969","7.940299987792969","7.940299987792969","7.55731201171875","7.55731201171875","7.55731201171875","","","","7.652673721313477","7.652673721313477","7.652673721313477"
"26","8.212136268615723","8.212136268615723","8.212136268615723","7.36041259765625","7.36041259765625","7.36041259765625","7.864239692687988","7.864239692687988","7.864239692687988","7.539294719696045","7.539294719696045","7.539294719696045","","","","7.63780403137207","7.63780403137207","7.63780403137207"
"27","8.138089179992676","8.138089179992676","8.138089179992676","7.346334934234619","7.346334934234619","7.346334934234619","7.798228740692139","7.798228740692139","7.798228740692139","7.518580913543701","7.518580913543701","7.518580913543701","","","","7.632320404052734","7.632320404052734","7.632320404052734"
"28","8.032376289367676","8.032376289367676","8.032376289367676","7.27456521987915","7.27456521987915","7.27456521987915","7.716131210327148","7.716131210327148","7.716131210327148","7.452807426452637","7.452807426452637","7.452807426452637","","","","7.580807209014893","7.580807209014893","7.580807209014893"
"29","7.971954345703125","7.971954345703125","7.971954345703125","7.2642502784729","7.2642502784729","7.2642502784729","7.701005458831787","7.701005458831787","7.701005458831787","7.461571216583252","7.461571216583252","7.461571216583252","","","","7.5871262550354","7.5871262550354","7.5871262550354"
"30","7.910211086273193","7.910211086273193","7.910211086273193","7.237423896789551","7.237423896789551","7.237423896789551","7.66316032409668","7.66316032409668","7.66316032409668","7.402029514312744","7.402029514312744","7.402029514312744","","","","7.562804222106934","7.562804222106934","7.562804222106934"
"31","7.857908725738525","7.857908725738525","7.857908725738525","7.2381510734558105","7.2381510734558105","7.2381510734558105","7.6334404945373535","7.6334404945373535","7.6334404945373535","7.42162561416626","7.42162561416626","7.42162561416626","","","","7.529150485992432","7.529150485992432","7.529150485992432"
"32","7.842062473297119","7.842062473297119","7.842062473297119","7.227355480194092","7.227355480194092","7.227355480194092","7.652276992797852","7.652276992797852","7.652276992797852","7.38500452041626","7.38500452041626","7.38500452041626","","","","7.5558366775512695","7.5558366775512695","7.5558366775512695"
"33","7.801446914672852","7.801446914672852","7.801446914672852","7.195099353790283","7.195099353790283","7.195099353790283","7.619711875915527","7.619711875915527","7.619711875915527","7.334136009216309","7.334136009216309","7.334136009216309","","","","7.5435919761657715","7.5435919761657715","7.5435919761657715"
"34","7.756757736206055","7.756757736206055","7.756757736206055","7.1091156005859375","7.1091156005859375","7.1091156005859375","7.590786933898926","7.590786933898926","7.590786933898926","7.283349990844727","7.283349990844727","7.283349990844727","","","","7.446957111358643","7.446957111358643","7.446957111358643"
"35","","","","7.079801559448242","7.079801559448242","7.079801559448242","7.593182563781738","7.593182563781738","7.593182563781738","7.2376556396484375","7.2376556396484375","7.2376556396484375","","","","7.437669277191162","7.437669277191162","7.437669277191162"
"36","","","","7.088240146636963","7.088240146636963","7.088240146636963","7.591392517089844","7.591392517089844","7.591392517089844","7.2500176429748535","7.2500176429748535","7.2500176429748535","","","","7.432159900665283","7.432159900665283","7.432159900665283"
"37","","","","7.023934364318848","7.023934364318848","7.023934364318848","7.575713157653809","7.575713157653809","7.575713157653809","7.172848701477051","7.172848701477051","7.172848701477051","","","","7.393178939819336","7.393178939819336","7.393178939819336"
"38","","","","7.007320404052734","7.007320404052734","7.007320404052734","7.560284614562988","7.560284614562988","7.560284614562988","7.171322822570801","7.171322822570801","7.171322822570801","","","","7.401134967803955","7.401134967803955","7.401134967803955"
"39","","","","6.926804542541504","6.926804542541504","6.926804542541504","7.515883445739746","7.515883445739746","7.515883445739746","7.118486404418945","7.118486404418945","7.118486404418945","","","","7.345343112945557","7.345343112945557","7.345343112945557"
"40","","","","6.920596599578857","6.920596599578857","6.920596599578857","7.52028226852417","7.52028226852417","7.52028226852417","7.126055717468262","7.126055717468262","7.126055717468262","","","","7.352199554443359","7.352199554443359","7.352199554443359"
"41","","","","6.870159149169922","6.870159149169922","6.870159149169922","7.474608421325684","7.474608421325684","7.474608421325684","7.062502861022949","7.062502861022949","7.062502861022949","","","","7.305992126464844","7.305992126464844","7.305992126464844"
"42","","","","6.861522197723389","6.861522197723389","6.861522197723389","7.458876609802246","7.458876609802246","7.458876609802246","7.084292888641357","7.084292888641357","7.084292888641357","","","","7.297022342681885","7.297022342681885","7.297022342681885"
"43","","","","6.8457207679748535","6.8457207679748535","6.8457207679748535","7.45229434967041","7.45229434967041","7.45229434967041","7.069713115692139","7.069713115692139","7.069713115692139","","","","7.299997329711914","7.299997329711914","7.299997329711914"
"44","","","","6.787074089050293","6.787074089050293","6.787074089050293","7.384089946746826","7.384089946746826","7.384089946746826","6.992574214935303","6.992574214935303","6.992574214935303","","","","7.228001594543457","7.228001594543457","7.228001594543457"
"45","","","","","","","7.362568378448486","7.362568378448486","7.362568378448486","7.007384300231934","7.007384300231934","7.007384300231934","","","","7.201910972595215","7.201910972595215","7.201910972595215"
"46","","","","","","","7.371607303619385","7.371607303619385","7.371607303619385","6.956287860870361","6.956287860870361","6.956287860870361","","","","7.195176601409912","7.195176601409912","7.195176601409912"
"47","","","","","","","7.306118965148926","7.306118965148926","7.306118965148926","6.909951686859131","6.909951686859131","6.909951686859131","","","","7.116899490356445","7.116899490356445","7.116899490356445"
"48","","","","","","","7.318124771118164","7.318124771118164","7.318124771118164","6.906648635864258","6.906648635864258","6.906648635864258","","","","7.134304046630859","7.134304046630859","7.134304046630859"
"49","","","","","","","7.3003950119018555","7.3003950119018555","7.3003950119018555","6.884570121765137","6.884570121765137","6.884570121765137","","","","7.139830589294434","7.139830589294434","7.139830589294434"
"50","","","","","","","7.302684307098389","7.302684307098389","7.302684307098389","6.832634925842285","6.832634925842285","6.832634925842285","","","","7.1365227699279785","7.1365227699279785","7.1365227699279785"
"51","","","","","","","7.270705223083496","7.270705223083496","7.270705223083496","6.830801486968994","6.830801486968994","6.830801486968994","","","","7.057714939117432","7.057714939117432","7.057714939117432"
"52","","","","","","","7.367428302764893","7.367428302764893","7.367428302764893","6.807793617248535","6.807793617248535","6.807793617248535","","","","7.043767929077148","7.043767929077148","7.043767929077148"
"53","","","","","","","7.259365081787109","7.259365081787109","7.259365081787109","6.753729820251465","6.753729820251465","6.753729820251465","","","","7.008453369140625","7.008453369140625","7.008453369140625"
"54","","","","","","","7.30813455581665","7.30813455581665","7.30813455581665","6.752884387969971","6.752884387969971","6.752884387969971","","","","6.989416599273682","6.989416599273682","6.989416599273682"
"55","","","","","","","7.265603065490723","7.265603065490723","7.265603065490723","6.7338738441467285","6.7338738441467285","6.7338738441467285","","","","6.959474086761475","6.959474086761475","6.959474086761475"
"56","","","","","","","7.323064804077148","7.323064804077148","7.323064804077148","6.746804714202881","6.746804714202881","6.746804714202881","","","","6.943357944488525","6.943357944488525","6.943357944488525"
"57","","","","","","","7.270098686218262","7.270098686218262","7.270098686218262","6.698026180267334","6.698026180267334","6.698026180267334","","","","6.9343366622924805","6.9343366622924805","6.9343366622924805"
"58","","","","","","","7.272054672241211","7.272054672241211","7.272054672241211","6.6802778244018555","6.6802778244018555","6.6802778244018555","","","","6.914719104766846","6.914719104766846","6.914719104766846"
"59","","","","","","","7.189664840698242","7.189664840698242","7.189664840698242","6.660018444061279","6.660018444061279","6.660018444061279","","","","6.859934329986572","6.859934329986572","6.859934329986572"
"60","","","","","","","7.206680774688721","7.206680774688721","7.206680774688721","6.640244007110596","6.640244007110596","6.640244007110596","","","","6.884927272796631","6.884927272796631","6.884927272796631"
"61","","","","","","","7.174689769744873","7.174689769744873","7.174689769744873","6.639000415802002","6.639000415802002","6.639000415802002","","","","6.860904693603516","6.860904693603516","6.860904693603516"
"62","","","","","","","7.148158073425293","7.148158073425293","7.148158073425293","6.661465644836426","6.661465644836426","6.661465644836426","","","","6.8313822746276855","6.8313822746276855","6.8313822746276855"
"63","","","","","","","7.128547668457031","7.128547668457031","7.128547668457031","6.60776948928833","6.60776948928833","6.60776948928833","","","","6.827369689941406","6.827369689941406","6.827369689941406"
"64","","","","","","","7.095479965209961","7.095479965209961","7.095479965209961","6.613372325897217","6.613372325897217","6.613372325897217","","","","6.80087947845459","6.80087947845459","6.80087947845459"
"65","","","","","","","7.088637828826904","7.088637828826904","7.088637828826904","6.62520170211792","6.62520170211792","6.62520170211792","","","","6.7921953201293945","6.7921953201293945","6.7921953201293945"
"66","","","","","","","7.033064365386963","7.033064365386963","7.033064365386963","6.586242198944092","6.586242198944092","6.586242198944092","","","","6.734076499938965","6.734076499938965","6.734076499938965"
"67","","","","","","","7.055609226226807","7.055609226226807","7.055609226226807","6.625575542449951","6.625575542449951","6.625575542449951","","","","6.768087387084961","6.768087387084961","6.768087387084961"
"68","","","","","","","7.002903461456299","7.002903461456299","7.002903461456299","6.556172847747803","6.556172847747803","6.556172847747803","","","","6.719882488250732","6.719882488250732","6.719882488250732"
"69","","","","","","","6.941125869750977","6.941125869750977","6.941125869750977","6.521309852600098","6.521309852600098","6.521309852600098","","","","6.659628391265869","6.659628391265869","6.659628391265869"
"70","","","","","","","6.913384437561035","6.913384437561035","6.913384437561035","6.492021560668945","6.492021560668945","6.492021560668945","","","","6.65269660949707","6.65269660949707","6.65269660949707"
"71","","","","","","","6.913311004638672","6.913311004638672","6.913311004638672","6.488760948181152","6.488760948181152","6.488760948181152","","","","6.637196063995361","6.637196063995361","6.637196063995361"
"72","","","","","","","6.919277191162109","6.919277191162109","6.919277191162109","6.487237453460693","6.487237453460693","6.487237453460693","","","","6.625225067138672","6.625225067138672","6.625225067138672"
"73","","","","","","","6.9042510986328125","6.9042510986328125","6.9042510986328125","6.452383518218994","6.452383518218994","6.452383518218994","","","","6.585691928863525","6.585691928863525","6.585691928863525"
"74","","","","","","","6.895273208618164","6.895273208618164","6.895273208618164","6.4614715576171875","6.4614715576171875","6.4614715576171875","","","","6.608341217041016","6.608341217041016","6.608341217041016"
"75","","","","","","","6.850093364715576","6.850093364715576","6.850093364715576","6.432245254516602","6.432245254516602","6.432245254516602","","","","6.563429355621338","6.563429355621338","6.563429355621338"
"76","","","","","","","6.842947959899902","6.842947959899902","6.842947959899902","6.440453052520752","6.440453052520752","6.440453052520752","","","","6.552661895751953","6.552661895751953","6.552661895751953"
"77","","","","","","","6.830166816711426","6.830166816711426","6.830166816711426","6.535372734069824","6.535372734069824","6.535372734069824","","","","6.553762912750244","6.553762912750244","6.553762912750244"
"78","","","","","","","6.780664443969727","6.780664443969727","6.780664443969727","6.4416961669921875","6.4416961669921875","6.4416961669921875","","","","6.509921550750732","6.509921550750732","6.509921550750732"
"79","","","","","","","6.768778324127197","6.768778324127197","6.768778324127197","6.427981853485107","6.427981853485107","6.427981853485107","","","","6.496453285217285","6.496453285217285","6.496453285217285"
"80","","","","","","","6.7199201583862305","6.7199201583862305","6.7199201583862305","6.384903430938721","6.384903430938721","6.384903430938721","","","","6.4589619636535645","6.4589619636535645","6.4589619636535645"
"81","","","","","","","6.720322608947754","6.720322608947754","6.720322608947754","6.404120445251465","6.404120445251465","6.404120445251465","","","","6.471027374267578","6.471027374267578","6.471027374267578"
"82","","","","","","","6.645966529846191","6.645966529846191","6.645966529846191","6.338836669921875","6.338836669921875","6.338836669921875","","","","6.511172771453857","6.511172771453857","6.511172771453857"
"83","","","","","","","6.676883220672607","6.676883220672607","6.676883220672607","6.359050273895264","6.359050273895264","6.359050273895264","","","","6.503819465637207","6.503819465637207","6.503819465637207"
"84","","","","","","","6.67230224609375","6.67230224609375","6.67230224609375","6.350252628326416","6.350252628326416","6.350252628326416","","","","6.5263590812683105","6.5263590812683105","6.5263590812683105"
"85","","","","","","","6.617519378662109","6.617519378662109","6.617519378662109","6.303918361663818","6.303918361663818","6.303918361663818","","","","6.4442853927612305","6.4442853927612305","6.4442853927612305"
"86","","","","","","","6.6416707038879395","6.6416707038879395","6.6416707038879395","6.323651313781738","6.323651313781738","6.323651313781738","","","","6.452090263366699","6.452090263366699","6.452090263366699"
"87","","","","","","","6.587493419647217","6.587493419647217","6.587493419647217","6.275030612945557","6.275030612945557","6.275030612945557","","","","6.396482467651367","6.396482467651367","6.396482467651367"
"88","","","","","","","6.603456974029541","6.603456974029541","6.603456974029541","6.2995381355285645","6.2995381355285645","6.2995381355285645","","","","6.4196248054504395","6.4196248054504395","6.4196248054504395"
"89","","","","","","","6.566587448120117","6.566587448120117","6.566587448120117","6.283557891845703","6.283557891845703","6.283557891845703","","","","6.386528968811035","6.386528968811035","6.386528968811035"
"90","","","","","","","6.572565078735352","6.572565078735352","6.572565078735352","6.275885105133057","6.275885105133057","6.275885105133057","","","","6.390320301055908","6.390320301055908","6.390320301055908"
"91","","","","","","","6.546192646026611","6.546192646026611","6.546192646026611","6.235429763793945","6.235429763793945","6.235429763793945","","","","6.37082052230835","6.37082052230835","6.37082052230835"
"92","","","","","","","6.553907871246338","6.553907871246338","6.553907871246338","6.243667125701904","6.243667125701904","6.243667125701904","","","","6.388762950897217","6.388762950897217","6.388762950897217"
"93","","","","","","","6.523810863494873","6.523810863494873","6.523810863494873","6.25533390045166","6.25533390045166","6.25533390045166","","","","6.374964714050293","6.374964714050293","6.374964714050293"
"94","","","","","","","6.5142316818237305","6.5142316818237305","6.5142316818237305","6.3234758377075195","6.3234758377075195","6.3234758377075195","","","","6.336156368255615","6.336156368255615","6.336156368255615"
"95","","","","","","","6.524994373321533","6.524994373321533","6.524994373321533","6.37910795211792","6.37910795211792","6.37910795211792","","","","6.3269877433776855","6.3269877433776855","6.3269877433776855"
"96","","","","","","","6.501546859741211","6.501546859741211","6.501546859741211","6.255364894866943","6.255364894866943","6.255364894866943","","","","6.2976393699646","6.2976393699646","6.2976393699646"
"97","","","","","","","6.490348815917969","6.490348815917969","6.490348815917969","6.2900190353393555","6.2900190353393555","6.2900190353393555","","","","6.3072381019592285","6.3072381019592285","6.3072381019592285"
"98","","","","","","","6.532578468322754","6.532578468322754","6.532578468322754","6.2784552574157715","6.2784552574157715","6.2784552574157715","","","","6.292201995849609","6.292201995849609","6.292201995849609"
"99","","","","","","","6.547031402587891","6.547031402587891","6.547031402587891","6.259775638580322","6.259775638580322","6.259775638580322","","","","6.274546146392822","6.274546146392822","6.274546146392822"
"100","","","","","","","6.4490885734558105","6.4490885734558105","6.4490885734558105","6.220482349395752","6.220482349395752","6.220482349395752","","","","6.2616190910339355","6.2616190910339355","6.2616190910339355"
"101","","","","","","","6.498347759246826","6.498347759246826","6.498347759246826","6.233881950378418","6.233881950378418","6.233881950378418","","","","6.28751802444458","6.28751802444458","6.28751802444458"
"102","","","","","","","6.443048000335693","6.443048000335693","6.443048000335693","6.186513900756836","6.186513900756836","6.186513900756836","","","","6.288876056671143","6.288876056671143","6.288876056671143"
"103","","","","","","","6.438688278198242","6.438688278198242","6.438688278198242","6.163695335388184","6.163695335388184","6.163695335388184","","","","6.27191686630249","6.27191686630249","6.27191686630249"
"104","","","","","","","6.386275768280029","6.386275768280029","6.386275768280029","6.108726501464844","6.108726501464844","6.108726501464844","","","","6.231499195098877","6.231499195098877","6.231499195098877"
"105","","","","","","","6.392011642456055","6.392011642456055","6.392011642456055","6.123778343200684","6.123778343200684","6.123778343200684","","","","6.220434665679932","6.220434665679932","6.220434665679932"
"106","","","","","","","6.410859107971191","6.410859107971191","6.410859107971191","6.161067485809326","6.161067485809326","6.161067485809326","","","","6.257022857666016","6.257022857666016","6.257022857666016"
"107","","","","","","","6.378313064575195","6.378313064575195","6.378313064575195","6.200493812561035","6.200493812561035","6.200493812561035","","","","6.198690414428711","6.198690414428711","6.198690414428711"
"108","","","","","","","6.351683616638184","6.351683616638184","6.351683616638184","6.107862949371338","6.107862949371338","6.107862949371338","","","","6.185953140258789","6.185953140258789","6.185953140258789"
"109","","","","","","","6.308276653289795","6.308276653289795","6.308276653289795","6.0943169593811035","6.0943169593811035","6.0943169593811035","","","","6.1364312171936035","6.1364312171936035","6.1364312171936035"
"110","","","","","","","6.358376502990723","6.358376502990723","6.358376502990723","6.1267619132995605","6.1267619132995605","6.1267619132995605","","","","6.188137531280518","6.188137531280518","6.188137531280518"
"111","","","","","","","6.314359188079834","6.314359188079834","6.314359188079834","6.081560134887695","6.081560134887695","6.081560134887695","","","","6.143961429595947","6.143961429595947","6.143961429595947"
"112","","","","","","","6.292776107788086","6.292776107788086","6.292776107788086","6.060873508453369","6.060873508453369","6.060873508453369","","","","6.121866226196289","6.121866226196289","6.121866226196289"
"113","","","","","","","6.291764259338379","6.291764259338379","6.291764259338379","6.0462422370910645","6.0462422370910645","6.0462422370910645","","","","6.120326995849609","6.120326995849609","6.120326995849609"
"114","","","","","","","6.288570880889893","6.288570880889893","6.288570880889893","6.056224346160889","6.056224346160889","6.056224346160889","","","","6.115935325622559","6.115935325622559","6.115935325622559"
"115","","","","","","","6.297115325927734","6.297115325927734","6.297115325927734","6.0431742668151855","6.0431742668151855","6.0431742668151855","","","","6.12852144241333","6.12852144241333","6.12852144241333"
"116","","","","","","","6.26534366607666","6.26534366607666","6.26534366607666","6.020278453826904","6.020278453826904","6.020278453826904","","","","6.0915374755859375","6.0915374755859375","6.0915374755859375"
"117","","","","","","","6.24340295791626","6.24340295791626","6.24340295791626","6.009221076965332","6.009221076965332","6.009221076965332","","","","6.068143367767334","6.068143367767334","6.068143367767334"
"118","","","","","","","6.215246200561523","6.215246200561523","6.215246200561523","5.951575756072998","5.951575756072998","5.951575756072998","","","","6.025291442871094","6.025291442871094","6.025291442871094"
"119","","","","","","","6.295582294464111","6.295582294464111","6.295582294464111","5.98297643661499","5.98297643661499","5.98297643661499","","","","6.066870212554932","6.066870212554932","6.066870212554932"
"120","","","","","","","6.225226879119873","6.225226879119873","6.225226879119873","5.945827007293701","5.945827007293701","5.945827007293701","","","","6.018367767333984","6.018367767333984","6.018367767333984"
"121","","","","","","","6.248758792877197","6.248758792877197","6.248758792877197","5.9586310386657715","5.9586310386657715","5.9586310386657715","","","","6.02714729309082","6.02714729309082","6.02714729309082"
"122","","","","","","","6.247944355010986","6.247944355010986","6.247944355010986","5.972170829772949","5.972170829772949","5.972170829772949","","","","6.010249614715576","6.010249614715576","6.010249614715576"
"123","","","","","","","6.2126994132995605","6.2126994132995605","6.2126994132995605","5.961386680603027","5.961386680603027","5.961386680603027","","","","6.037737846374512","6.037737846374512","6.037737846374512"
"124","","","","","","","6.2104716300964355","6.2104716300964355","6.2104716300964355","5.949034214019775","5.949034214019775","5.949034214019775","","","","6.02030611038208","6.02030611038208","6.02030611038208"
"125","","","","","","","6.1837029457092285","6.1837029457092285","6.1837029457092285","5.914547443389893","5.914547443389893","5.914547443389893","","","","6.051329612731934","6.051329612731934","6.051329612731934"
"126","","","","","","","6.1711297035217285","6.1711297035217285","6.1711297035217285","5.910208702087402","5.910208702087402","5.910208702087402","","","","6.134398460388184","6.134398460388184","6.134398460388184"
"127","","","","","","","6.173826694488525","6.173826694488525","6.173826694488525","5.922399044036865","5.922399044036865","5.922399044036865","","","","6.119141578674316","6.119141578674316","6.119141578674316"
"128","","","","","","","6.154520511627197","6.154520511627197","6.154520511627197","5.891764163970947","5.891764163970947","5.891764163970947","","","","6.1190924644470215","6.1190924644470215","6.1190924644470215"
"129","","","","","","","6.150041580200195","6.150041580200195","6.150041580200195","5.898423194885254","5.898423194885254","5.898423194885254","","","","6.135000705718994","6.135000705718994","6.135000705718994"
"130","","","","","","","6.112010478973389","6.112010478973389","6.112010478973389","5.85637092590332","5.85637092590332","5.85637092590332","","","","6.071923732757568","6.071923732757568","6.071923732757568"
"131","","","","","","","6.1359429359436035","6.1359429359436035","6.1359429359436035","5.897915363311768","5.897915363311768","5.897915363311768","","","","6.053272247314453","6.053272247314453","6.053272247314453"
"132","","","","","","","6.098902225494385","6.098902225494385","6.098902225494385","5.846369743347168","5.846369743347168","5.846369743347168","","","","6.035133361816406","6.035133361816406","6.035133361816406"
"133","","","","","","","6.063079833984375","6.063079833984375","6.063079833984375","5.824518203735352","5.824518203735352","5.824518203735352","","","","5.9871649742126465","5.9871649742126465","5.9871649742126465"
