"Step","saturate_1M_15B_2 - train/CE loss","saturate_1M_15B_2 - train/CE loss__MIN","saturate_1M_15B_2 - train/CE loss__MAX","saturate_60M_15B - train/CE loss","saturate_60M_15B - train/CE loss__MIN","saturate_60M_15B - train/CE loss__MAX","saturate_moe1Bsparse_15B - train/CE loss","saturate_moe1Bsparse_15B - train/CE loss__MIN","saturate_moe1Bsparse_15B - train/CE loss__MAX","saturate_moe1Bolmo_15B - train/CE loss","saturate_moe1Bolmo_15B - train/CE loss__MIN","saturate_moe1Bolmo_15B - train/CE loss__MAX","saturate_135M_15B_03 - train/CE loss","saturate_135M_15B_03 - train/CE loss__MIN","saturate_135M_15B_03 - train/CE loss__MAX","saturate_1B_15B.py - train/CE loss","saturate_1B_15B.py - train/CE loss__MIN","saturate_1B_15B.py - train/CE loss__MAX","saturate_271M_15_2_cont - train/CE loss","saturate_271M_15_2_cont - train/CE loss__MIN","saturate_271M_15_2_cont - train/CE loss__MAX","saturate_271M_15B_2 - train/CE loss","saturate_271M_15B_2 - train/CE loss__MIN","saturate_271M_15B_2 - train/CE loss__MAX"
"600","6.697569370269775","6.697569370269775","6.697569370269775","4.334732532501221","4.334732532501221","4.334732532501221","4.095029354095459","4.095029354095459","4.095029354095459","3.7880687713623047","3.7880687713623047","3.7880687713623047","4.13692045211792","4.13692045211792","4.13692045211792","3.92928147315979","3.92928147315979","3.92928147315979","3.980078935623169","3.980078935623169","3.980078935623169","","",""
"601","6.698378562927246","6.698378562927246","6.698378562927246","4.330976963043213","4.330976963043213","4.330976963043213","4.088183879852295","4.088183879852295","4.088183879852295","3.7821311950683594","3.7821311950683594","3.7821311950683594","4.134977340698242","4.134977340698242","4.134977340698242","3.919245958328247","3.919245958328247","3.919245958328247","3.9766640663146973","3.9766640663146973","3.9766640663146973","","",""
"602","6.7202019691467285","6.7202019691467285","6.7202019691467285","4.3408050537109375","4.3408050537109375","4.3408050537109375","4.0981364250183105","4.0981364250183105","4.0981364250183105","3.794724225997925","3.794724225997925","3.794724225997925","4.146189212799072","4.146189212799072","4.146189212799072","3.931580066680908","3.931580066680908","3.931580066680908","3.9926838874816895","3.9926838874816895","3.9926838874816895","","",""
"603","6.742859840393066","6.742859840393066","6.742859840393066","4.328808784484863","4.328808784484863","4.328808784484863","4.08758544921875","4.08758544921875","4.08758544921875","3.784384250640869","3.784384250640869","3.784384250640869","4.136228084564209","4.136228084564209","4.136228084564209","3.921402931213379","3.921402931213379","3.921402931213379","3.9868085384368896","3.9868085384368896","3.9868085384368896","","",""
"604","6.7288103103637695","6.7288103103637695","6.7288103103637695","4.305497169494629","4.305497169494629","4.305497169494629","4.059291362762451","4.059291362762451","4.059291362762451","3.753065347671509","3.753065347671509","3.753065347671509","4.1075358390808105","4.1075358390808105","4.1075358390808105","3.8963658809661865","3.8963658809661865","3.8963658809661865","3.9564714431762695","3.9564714431762695","3.9564714431762695","","",""
"605","6.688535690307617","6.688535690307617","6.688535690307617","4.314753532409668","4.314753532409668","4.314753532409668","4.072811126708984","4.072811126708984","4.072811126708984","3.7763350009918213","3.7763350009918213","3.7763350009918213","4.118165969848633","4.118165969848633","4.118165969848633","3.913864850997925","3.913864850997925","3.913864850997925","3.980217933654785","3.980217933654785","3.980217933654785","","",""
"606","6.703742027282715","6.703742027282715","6.703742027282715","4.301574230194092","4.301574230194092","4.301574230194092","4.061476707458496","4.061476707458496","4.061476707458496","3.7687273025512695","3.7687273025512695","3.7687273025512695","4.10597562789917","4.10597562789917","4.10597562789917","3.902242660522461","3.902242660522461","3.902242660522461","3.973588466644287","3.973588466644287","3.973588466644287","","",""
"607","6.7084856033325195","6.7084856033325195","6.7084856033325195","4.301440238952637","4.301440238952637","4.301440238952637","4.062111854553223","4.062111854553223","4.062111854553223","3.7730679512023926","3.7730679512023926","3.7730679512023926","4.10645866394043","4.10645866394043","4.10645866394043","3.907782554626465","3.907782554626465","3.907782554626465","3.987190008163452","3.987190008163452","3.987190008163452","","",""
"608","6.735838890075684","6.735838890075684","6.735838890075684","4.303990840911865","4.303990840911865","4.303990840911865","4.053592681884766","4.053592681884766","4.053592681884766","3.759697914123535","3.759697914123535","3.759697914123535","4.10076904296875","4.10076904296875","4.10076904296875","3.9003732204437256","3.9003732204437256","3.9003732204437256","3.9755823612213135","3.9755823612213135","3.9755823612213135","","",""
"609","6.72406005859375","6.72406005859375","6.72406005859375","4.357480049133301","4.357480049133301","4.357480049133301","4.111154079437256","4.111154079437256","4.111154079437256","3.821678876876831","3.821678876876831","3.821678876876831","4.152914524078369","4.152914524078369","4.152914524078369","3.9550952911376953","3.9550952911376953","3.9550952911376953","4.033746242523193","4.033746242523193","4.033746242523193","","",""
"610","6.686901569366455","6.686901569366455","6.686901569366455","4.3177385330200195","4.3177385330200195","4.3177385330200195","4.078714847564697","4.078714847564697","4.078714847564697","3.786989450454712","3.786989450454712","3.786989450454712","4.115633010864258","4.115633010864258","4.115633010864258","3.9197046756744385","3.9197046756744385","3.9197046756744385","3.9972705841064453","3.9972705841064453","3.9972705841064453","","",""
"611","6.686801433563232","6.686801433563232","6.686801433563232","4.310783863067627","4.310783863067627","4.310783863067627","4.0712056159973145","4.0712056159973145","4.0712056159973145","3.7738006114959717","3.7738006114959717","3.7738006114959717","4.110578536987305","4.110578536987305","4.110578536987305","3.91141939163208","3.91141939163208","3.91141939163208","3.9961698055267334","3.9961698055267334","3.9961698055267334","","",""
"612","6.692648887634277","6.692648887634277","6.692648887634277","4.324565887451172","4.324565887451172","4.324565887451172","4.083812236785889","4.083812236785889","4.083812236785889","3.794647693634033","3.794647693634033","3.794647693634033","4.138638973236084","4.138638973236084","4.138638973236084","3.9322569370269775","3.9322569370269775","3.9322569370269775","4.029475212097168","4.029475212097168","4.029475212097168","","",""
"613","6.686423301696777","6.686423301696777","6.686423301696777","4.317071437835693","4.317071437835693","4.317071437835693","4.082495212554932","4.082495212554932","4.082495212554932","3.7938907146453857","3.7938907146453857","3.7938907146453857","4.1411848068237305","4.1411848068237305","4.1411848068237305","3.931992769241333","3.931992769241333","3.931992769241333","4.016151428222656","4.016151428222656","4.016151428222656","","",""
"614","6.697571277618408","6.697571277618408","6.697571277618408","4.344257354736328","4.344257354736328","4.344257354736328","4.106122970581055","4.106122970581055","4.106122970581055","3.8227391242980957","3.8227391242980957","3.8227391242980957","4.169589042663574","4.169589042663574","4.169589042663574","3.9566490650177","3.9566490650177","3.9566490650177","4.046875","4.046875","4.046875","","",""
"615","6.714343547821045","6.714343547821045","6.714343547821045","4.328563690185547","4.328563690185547","4.328563690185547","4.088512420654297","4.088512420654297","4.088512420654297","3.8100225925445557","3.8100225925445557","3.8100225925445557","4.154333114624023","4.154333114624023","4.154333114624023","3.932906150817871","3.932906150817871","3.932906150817871","4.033514022827148","4.033514022827148","4.033514022827148","","",""
"616","6.7003560066223145","6.7003560066223145","6.7003560066223145","4.314174175262451","4.314174175262451","4.314174175262451","4.06324577331543","4.06324577331543","4.06324577331543","3.777143716812134","3.777143716812134","3.777143716812134","4.119541645050049","4.119541645050049","4.119541645050049","3.9027490615844727","3.9027490615844727","3.9027490615844727","4.034267902374268","4.034267902374268","4.034267902374268","","",""
"617","6.677707672119141","6.677707672119141","6.677707672119141","4.314695358276367","4.314695358276367","4.314695358276367","4.067694664001465","4.067694664001465","4.067694664001465","3.7935657501220703","3.7935657501220703","3.7935657501220703","4.11728572845459","4.11728572845459","4.11728572845459","3.911369800567627","3.911369800567627","3.911369800567627","4.030978679656982","4.030978679656982","4.030978679656982","","",""
"618","6.721940994262695","6.721940994262695","6.721940994262695","4.355013370513916","4.355013370513916","4.355013370513916","4.092287063598633","4.092287063598633","4.092287063598633","3.8096234798431396","3.8096234798431396","3.8096234798431396","4.142367839813232","4.142367839813232","4.142367839813232","3.929262638092041","3.929262638092041","3.929262638092041","4.048663139343262","4.048663139343262","4.048663139343262","","",""
"619","6.687539100646973","6.687539100646973","6.687539100646973","4.3377790451049805","4.3377790451049805","4.3377790451049805","4.104221343994141","4.104221343994141","4.104221343994141","3.805046558380127","3.805046558380127","3.805046558380127","4.139443874359131","4.139443874359131","4.139443874359131","3.9318628311157227","3.9318628311157227","3.9318628311157227","4.0420989990234375","4.0420989990234375","4.0420989990234375","","",""
"620","6.681258201599121","6.681258201599121","6.681258201599121","4.290668964385986","4.290668964385986","4.290668964385986","4.037278652191162","4.037278652191162","4.037278652191162","3.7479231357574463","3.7479231357574463","3.7479231357574463","4.091921329498291","4.091921329498291","4.091921329498291","3.879159688949585","3.879159688949585","3.879159688949585","3.9896836280822754","3.9896836280822754","3.9896836280822754","","",""
"621","6.681560516357422","6.681560516357422","6.681560516357422","4.319556713104248","4.319556713104248","4.319556713104248","4.071966648101807","4.071966648101807","4.071966648101807","3.7855422496795654","3.7855422496795654","3.7855422496795654","4.118627548217773","4.118627548217773","4.118627548217773","3.9096407890319824","3.9096407890319824","3.9096407890319824","4.0258026123046875","4.0258026123046875","4.0258026123046875","","",""
"622","6.679198265075684","6.679198265075684","6.679198265075684","4.300289154052734","4.300289154052734","4.300289154052734","4.053092002868652","4.053092002868652","4.053092002868652","3.76251220703125","3.76251220703125","3.76251220703125","4.100058078765869","4.100058078765869","4.100058078765869","3.886356830596924","3.886356830596924","3.886356830596924","4.000150680541992","4.000150680541992","4.000150680541992","","",""
"623","6.6948466300964355","6.6948466300964355","6.6948466300964355","4.305476188659668","4.305476188659668","4.305476188659668","4.057155132293701","4.057155132293701","4.057155132293701","3.7640838623046875","3.7640838623046875","3.7640838623046875","4.106616497039795","4.106616497039795","4.106616497039795","3.890064239501953","3.890064239501953","3.890064239501953","4.002950191497803","4.002950191497803","4.002950191497803","","",""
"624","6.668583869934082","6.668583869934082","6.668583869934082","4.2984232902526855","4.2984232902526855","4.2984232902526855","4.060175895690918","4.060175895690918","4.060175895690918","3.761700391769409","3.761700391769409","3.761700391769409","4.099006175994873","4.099006175994873","4.099006175994873","3.8838400840759277","3.8838400840759277","3.8838400840759277","4.01259183883667","4.01259183883667","4.01259183883667","","",""
"625","6.664687633514404","6.664687633514404","6.664687633514404","4.3104777336120605","4.3104777336120605","4.3104777336120605","4.078969955444336","4.078969955444336","4.078969955444336","3.775277614593506","3.775277614593506","3.775277614593506","4.109707355499268","4.109707355499268","4.109707355499268","3.900231122970581","3.900231122970581","3.900231122970581","4.0211896896362305","4.0211896896362305","4.0211896896362305","","",""
"626","6.655629634857178","6.655629634857178","6.655629634857178","4.309178829193115","4.309178829193115","4.309178829193115","4.08057975769043","4.08057975769043","4.08057975769043","3.776672840118408","3.776672840118408","3.776672840118408","4.111712455749512","4.111712455749512","4.111712455749512","3.903559446334839","3.903559446334839","3.903559446334839","4.023690223693848","4.023690223693848","4.023690223693848","","",""
"627","6.6777167320251465","6.6777167320251465","6.6777167320251465","4.29564905166626","4.29564905166626","4.29564905166626","4.071815490722656","4.071815490722656","4.071815490722656","3.765049934387207","3.765049934387207","3.765049934387207","4.09799337387085","4.09799337387085","4.09799337387085","3.892216682434082","3.892216682434082","3.892216682434082","4.006979465484619","4.006979465484619","4.006979465484619","","",""
"628","6.685305118560791","6.685305118560791","6.685305118560791","4.292641639709473","4.292641639709473","4.292641639709473","4.058995723724365","4.058995723724365","4.058995723724365","3.753793716430664","3.753793716430664","3.753793716430664","4.090424537658691","4.090424537658691","4.090424537658691","3.8828651905059814","3.8828651905059814","3.8828651905059814","3.9958982467651367","3.9958982467651367","3.9958982467651367","","",""
"629","6.670017719268799","6.670017719268799","6.670017719268799","4.288737773895264","4.288737773895264","4.288737773895264","4.057565689086914","4.057565689086914","4.057565689086914","3.757477045059204","3.757477045059204","3.757477045059204","4.0861077308654785","4.0861077308654785","4.0861077308654785","3.886575222015381","3.886575222015381","3.886575222015381","3.988435983657837","3.988435983657837","3.988435983657837","","",""
"630","6.693611145019531","6.693611145019531","6.693611145019531","4.292353630065918","4.292353630065918","4.292353630065918","4.048028469085693","4.048028469085693","4.048028469085693","3.748891830444336","3.748891830444336","3.748891830444336","4.08315896987915","4.08315896987915","4.08315896987915","3.8774216175079346","3.8774216175079346","3.8774216175079346","3.980104446411133","3.980104446411133","3.980104446411133","","",""
"631","6.665847301483154","6.665847301483154","6.665847301483154","4.3214006423950195","4.3214006423950195","4.3214006423950195","4.070939540863037","4.070939540863037","4.070939540863037","3.775005578994751","3.775005578994751","3.775005578994751","4.10419225692749","4.10419225692749","4.10419225692749","3.9041130542755127","3.9041130542755127","3.9041130542755127","3.9965884685516357","3.9965884685516357","3.9965884685516357","","",""
"632","6.658102035522461","6.658102035522461","6.658102035522461","4.304505348205566","4.304505348205566","4.304505348205566","4.053854465484619","4.053854465484619","4.053854465484619","3.7592544555664062","3.7592544555664062","3.7592544555664062","4.089639663696289","4.089639663696289","4.089639663696289","3.887507915496826","3.887507915496826","3.887507915496826","3.980315923690796","3.980315923690796","3.980315923690796","","",""
"633","6.667524337768555","6.667524337768555","6.667524337768555","4.272653102874756","4.272653102874756","4.272653102874756","4.029806613922119","4.029806613922119","4.029806613922119","3.7331855297088623","3.7331855297088623","3.7331855297088623","4.070798397064209","4.070798397064209","4.070798397064209","3.8611528873443604","3.8611528873443604","3.8611528873443604","3.951870918273926","3.951870918273926","3.951870918273926","","",""
"634","6.657036781311035","6.657036781311035","6.657036781311035","4.272897720336914","4.272897720336914","4.272897720336914","4.032750606536865","4.032750606536865","4.032750606536865","3.7385313510894775","3.7385313510894775","3.7385313510894775","4.0702900886535645","4.0702900886535645","4.0702900886535645","3.869091749191284","3.869091749191284","3.869091749191284","3.952101469039917","3.952101469039917","3.952101469039917","","",""
"635","6.674525260925293","6.674525260925293","6.674525260925293","4.305764675140381","4.305764675140381","4.305764675140381","4.0572662353515625","4.0572662353515625","4.0572662353515625","3.7598230838775635","3.7598230838775635","3.7598230838775635","4.0984697341918945","4.0984697341918945","4.0984697341918945","3.8936946392059326","3.8936946392059326","3.8936946392059326","3.9766931533813477","3.9766931533813477","3.9766931533813477","","",""
"636","6.673199653625488","6.673199653625488","6.673199653625488","4.283002853393555","4.283002853393555","4.283002853393555","4.03641414642334","4.03641414642334","4.03641414642334","3.72981595993042","3.72981595993042","3.72981595993042","4.072258472442627","4.072258472442627","4.072258472442627","3.8657093048095703","3.8657093048095703","3.8657093048095703","3.949824571609497","3.949824571609497","3.949824571609497","","",""
"637","6.659021377563477","6.659021377563477","6.659021377563477","4.271548748016357","4.271548748016357","4.271548748016357","4.034207820892334","4.034207820892334","4.034207820892334","3.7375144958496094","3.7375144958496094","3.7375144958496094","4.0676703453063965","4.0676703453063965","4.0676703453063965","3.8699002265930176","3.8699002265930176","3.8699002265930176","3.9447150230407715","3.9447150230407715","3.9447150230407715","","",""
"638","6.700037002563477","6.700037002563477","6.700037002563477","4.28321647644043","4.28321647644043","4.28321647644043","4.043386936187744","4.043386936187744","4.043386936187744","3.737842082977295","3.737842082977295","3.737842082977295","4.0768513679504395","4.0768513679504395","4.0768513679504395","3.874401330947876","3.874401330947876","3.874401330947876","3.9491162300109863","3.9491162300109863","3.9491162300109863","","",""
"639","6.672173976898193","6.672173976898193","6.672173976898193","4.271989822387695","4.271989822387695","4.271989822387695","4.046372890472412","4.046372890472412","4.046372890472412","3.732691526412964","3.732691526412964","3.732691526412964","4.0656914710998535","4.0656914710998535","4.0656914710998535","3.8678536415100098","3.8678536415100098","3.8678536415100098","3.9397425651550293","3.9397425651550293","3.9397425651550293","","",""
"640","6.6739501953125","6.6739501953125","6.6739501953125","4.29279899597168","4.29279899597168","4.29279899597168","4.05963134765625","4.05963134765625","4.05963134765625","3.7496259212493896","3.7496259212493896","3.7496259212493896","4.08477258682251","4.08477258682251","4.08477258682251","3.880821466445923","3.880821466445923","3.880821466445923","3.955441474914551","3.955441474914551","3.955441474914551","","",""
"641","6.660646915435791","6.660646915435791","6.660646915435791","4.284370422363281","4.284370422363281","4.284370422363281","4.05179500579834","4.05179500579834","4.05179500579834","3.7403829097747803","3.7403829097747803","3.7403829097747803","4.077115058898926","4.077115058898926","4.077115058898926","3.8737597465515137","3.8737597465515137","3.8737597465515137","3.944520950317383","3.944520950317383","3.944520950317383","","",""
"642","6.650382995605469","6.650382995605469","6.650382995605469","4.278901100158691","4.278901100158691","4.278901100158691","4.048084259033203","4.048084259033203","4.048084259033203","3.7419087886810303","3.7419087886810303","3.7419087886810303","4.071935176849365","4.071935176849365","4.071935176849365","3.870378255844116","3.870378255844116","3.870378255844116","3.937901496887207","3.937901496887207","3.937901496887207","","",""
"643","6.64088773727417","6.64088773727417","6.64088773727417","4.2669267654418945","4.2669267654418945","4.2669267654418945","4.03331995010376","4.03331995010376","4.03331995010376","3.727494955062866","3.727494955062866","3.727494955062866","4.058569431304932","4.058569431304932","4.058569431304932","3.857814073562622","3.857814073562622","3.857814073562622","3.9238009452819824","3.9238009452819824","3.9238009452819824","","",""
"644","6.666694641113281","6.666694641113281","6.666694641113281","4.299407482147217","4.299407482147217","4.299407482147217","4.0627288818359375","4.0627288818359375","4.0627288818359375","3.7659060955047607","3.7659060955047607","3.7659060955047607","4.097328186035156","4.097328186035156","4.097328186035156","3.8986427783966064","3.8986427783966064","3.8986427783966064","3.9573423862457275","3.9573423862457275","3.9573423862457275","","",""
"645","6.698104381561279","6.698104381561279","6.698104381561279","4.291058540344238","4.291058540344238","4.291058540344238","4.049176216125488","4.049176216125488","4.049176216125488","3.754962921142578","3.754962921142578","3.754962921142578","4.084648132324219","4.084648132324219","4.084648132324219","3.890241861343384","3.890241861343384","3.890241861343384","3.949679374694824","3.949679374694824","3.949679374694824","","",""
"646","6.679096221923828","6.679096221923828","6.679096221923828","4.299948692321777","4.299948692321777","4.299948692321777","4.064380168914795","4.064380168914795","4.064380168914795","3.7719101905822754","3.7719101905822754","3.7719101905822754","4.104767799377441","4.104767799377441","4.104767799377441","3.909801959991455","3.909801959991455","3.909801959991455","3.962418556213379","3.962418556213379","3.962418556213379","","",""
"647","6.650247573852539","6.650247573852539","6.650247573852539","4.267264366149902","4.267264366149902","4.267264366149902","4.026553153991699","4.026553153991699","4.026553153991699","3.7332229614257812","3.7332229614257812","3.7332229614257812","4.06908655166626","4.06908655166626","4.06908655166626","3.8744583129882812","3.8744583129882812","3.8744583129882812","3.9255003929138184","3.9255003929138184","3.9255003929138184","","",""
"648","6.655595779418945","6.655595779418945","6.655595779418945","4.269329071044922","4.269329071044922","4.269329071044922","4.03085994720459","4.03085994720459","4.03085994720459","3.741879463195801","3.741879463195801","3.741879463195801","4.063914775848389","4.063914775848389","4.063914775848389","3.8826897144317627","3.8826897144317627","3.8826897144317627","3.926863193511963","3.926863193511963","3.926863193511963","","",""
"649","6.626523971557617","6.626523971557617","6.626523971557617","4.254095077514648","4.254095077514648","4.254095077514648","4.016880989074707","4.016880989074707","4.016880989074707","3.732271432876587","3.732271432876587","3.732271432876587","4.050384044647217","4.050384044647217","4.050384044647217","3.8657944202423096","3.8657944202423096","3.8657944202423096","3.9110493659973145","3.9110493659973145","3.9110493659973145","","",""
"650","6.647426128387451","6.647426128387451","6.647426128387451","4.266777992248535","4.266777992248535","4.266777992248535","4.0275092124938965","4.0275092124938965","4.0275092124938965","3.7405498027801514","3.7405498027801514","3.7405498027801514","4.059150218963623","4.059150218963623","4.059150218963623","3.8809545040130615","3.8809545040130615","3.8809545040130615","3.922666072845459","3.922666072845459","3.922666072845459","","",""
"651","6.646332740783691","6.646332740783691","6.646332740783691","4.300536155700684","4.300536155700684","4.300536155700684","4.057059288024902","4.057059288024902","4.057059288024902","3.7727513313293457","3.7727513313293457","3.7727513313293457","4.089034080505371","4.089034080505371","4.089034080505371","3.9015164375305176","3.9015164375305176","3.9015164375305176","3.9506869316101074","3.9506869316101074","3.9506869316101074","","",""
"652","6.657425880432129","6.657425880432129","6.657425880432129","4.29821252822876","4.29821252822876","4.29821252822876","4.0494184494018555","4.0494184494018555","4.0494184494018555","3.7641689777374268","3.7641689777374268","3.7641689777374268","4.088607311248779","4.088607311248779","4.088607311248779","3.8970203399658203","3.8970203399658203","3.8970203399658203","3.942518949508667","3.942518949508667","3.942518949508667","","",""
"653","6.6495513916015625","6.6495513916015625","6.6495513916015625","4.243244171142578","4.243244171142578","4.243244171142578","3.9912750720977783","3.9912750720977783","3.9912750720977783","3.701268434524536","3.701268434524536","3.701268434524536","4.026677131652832","4.026677131652832","4.026677131652832","3.835097551345825","3.835097551345825","3.835097551345825","3.881589412689209","3.881589412689209","3.881589412689209","","",""
"654","6.677455902099609","6.677455902099609","6.677455902099609","4.2746968269348145","4.2746968269348145","4.2746968269348145","4.022951126098633","4.022951126098633","4.022951126098633","3.732550859451294","3.732550859451294","3.732550859451294","4.058105945587158","4.058105945587158","4.058105945587158","3.866332769393921","3.866332769393921","3.866332769393921","3.9165546894073486","3.9165546894073486","3.9165546894073486","","",""
"655","6.654141902923584","6.654141902923584","6.654141902923584","4.280722618103027","4.280722618103027","4.280722618103027","4.029053688049316","4.029053688049316","4.029053688049316","3.739779472351074","3.739779472351074","3.739779472351074","4.066690921783447","4.066690921783447","4.066690921783447","3.8746211528778076","3.8746211528778076","3.8746211528778076","3.923013925552368","3.923013925552368","3.923013925552368","","",""
"656","6.64454984664917","6.64454984664917","6.64454984664917","4.244335174560547","4.244335174560547","4.244335174560547","3.995089054107666","3.995089054107666","3.995089054107666","3.7084152698516846","3.7084152698516846","3.7084152698516846","4.0292840003967285","4.0292840003967285","4.0292840003967285","3.840885639190674","3.840885639190674","3.840885639190674","3.8891806602478027","3.8891806602478027","3.8891806602478027","","",""
"657","6.622296333312988","6.622296333312988","6.622296333312988","4.273266315460205","4.273266315460205","4.273266315460205","4.027307033538818","4.027307033538818","4.027307033538818","3.741720676422119","3.741720676422119","3.741720676422119","4.0574517250061035","4.0574517250061035","4.0574517250061035","3.8737704753875732","3.8737704753875732","3.8737704753875732","3.921241283416748","3.921241283416748","3.921241283416748","","",""
"658","6.64315938949585","6.64315938949585","6.64315938949585","4.255593776702881","4.255593776702881","4.255593776702881","4.011080741882324","4.011080741882324","4.011080741882324","3.717867612838745","3.717867612838745","3.717867612838745","4.042977333068848","4.042977333068848","4.042977333068848","3.8542444705963135","3.8542444705963135","3.8542444705963135","3.902226209640503","3.902226209640503","3.902226209640503","","",""
"659","6.597609996795654","6.597609996795654","6.597609996795654","4.247196197509766","4.247196197509766","4.247196197509766","4.006233215332031","4.006233215332031","4.006233215332031","3.717700719833374","3.717700719833374","3.717700719833374","4.035417079925537","4.035417079925537","4.035417079925537","3.8482813835144043","3.8482813835144043","3.8482813835144043","3.8980844020843506","3.8980844020843506","3.8980844020843506","","",""
"660","6.632321834564209","6.632321834564209","6.632321834564209","4.260161876678467","4.260161876678467","4.260161876678467","4.018383502960205","4.018383502960205","4.018383502960205","3.7314863204956055","3.7314863204956055","3.7314863204956055","4.049987316131592","4.049987316131592","4.049987316131592","3.866065263748169","3.866065263748169","3.866065263748169","3.911572217941284","3.911572217941284","3.911572217941284","","",""
"661","6.669336795806885","6.669336795806885","6.669336795806885","4.241799831390381","4.241799831390381","4.241799831390381","3.992114543914795","3.992114543914795","3.992114543914795","3.701718807220459","3.701718807220459","3.701718807220459","4.028780937194824","4.028780937194824","4.028780937194824","3.838075637817383","3.838075637817383","3.838075637817383","3.885424852371216","3.885424852371216","3.885424852371216","","",""
"662","6.623080730438232","6.623080730438232","6.623080730438232","4.2477874755859375","4.2477874755859375","4.2477874755859375","3.9943056106567383","3.9943056106567383","3.9943056106567383","3.697202444076538","3.697202444076538","3.697202444076538","4.026472091674805","4.026472091674805","4.026472091674805","3.8340964317321777","3.8340964317321777","3.8340964317321777","3.882078170776367","3.882078170776367","3.882078170776367","","",""
"663","6.637888431549072","6.637888431549072","6.637888431549072","4.262289047241211","4.262289047241211","4.262289047241211","4.010379791259766","4.010379791259766","4.010379791259766","3.711683511734009","3.711683511734009","3.711683511734009","4.040212631225586","4.040212631225586","4.040212631225586","3.845210313796997","3.845210313796997","3.845210313796997","3.8970985412597656","3.8970985412597656","3.8970985412597656","","",""
"664","6.6181960105896","6.6181960105896","6.6181960105896","4.283478260040283","4.283478260040283","4.283478260040283","4.026197910308838","4.026197910308838","4.026197910308838","3.719888925552368","3.719888925552368","3.719888925552368","4.049890995025635","4.049890995025635","4.049890995025635","3.8532931804656982","3.8532931804656982","3.8532931804656982","3.9131920337677","3.9131920337677","3.9131920337677","","",""
"665","6.641106605529785","6.641106605529785","6.641106605529785","4.264338493347168","4.264338493347168","4.264338493347168","4.016356945037842","4.016356945037842","4.016356945037842","3.7042858600616455","3.7042858600616455","3.7042858600616455","4.039037227630615","4.039037227630615","4.039037227630615","3.839614152908325","3.839614152908325","3.839614152908325","3.8920416831970215","3.8920416831970215","3.8920416831970215","","",""
"666","6.633179187774658","6.633179187774658","6.633179187774658","4.294394016265869","4.294394016265869","4.294394016265869","4.050669193267822","4.050669193267822","4.050669193267822","3.7426230907440186","3.7426230907440186","3.7426230907440186","4.07620096206665","4.07620096206665","4.07620096206665","3.874133348464966","3.874133348464966","3.874133348464966","3.927666187286377","3.927666187286377","3.927666187286377","","",""
"667","6.648289680480957","6.648289680480957","6.648289680480957","4.324416637420654","4.324416637420654","4.324416637420654","4.084071636199951","4.084071636199951","4.084071636199951","3.7668204307556152","3.7668204307556152","3.7668204307556152","4.112102031707764","4.112102031707764","4.112102031707764","3.900988817214966","3.900988817214966","3.900988817214966","3.9601194858551025","3.9601194858551025","3.9601194858551025","","",""
"668","6.619240760803223","6.619240760803223","6.619240760803223","4.305124282836914","4.305124282836914","4.305124282836914","4.066176414489746","4.066176414489746","4.066176414489746","3.7536418437957764","3.7536418437957764","3.7536418437957764","4.113028526306152","4.113028526306152","4.113028526306152","3.887083053588867","3.887083053588867","3.887083053588867","3.9445483684539795","3.9445483684539795","3.9445483684539795","","",""
"669","6.6395263671875","6.6395263671875","6.6395263671875","4.300533771514893","4.300533771514893","4.300533771514893","4.065308570861816","4.065308570861816","4.065308570861816","3.761775016784668","3.761775016784668","3.761775016784668","4.1099324226379395","4.1099324226379395","4.1099324226379395","3.8911426067352295","3.8911426067352295","3.8911426067352295","3.9426066875457764","3.9426066875457764","3.9426066875457764","","",""
"670","6.635409355163574","6.635409355163574","6.635409355163574","4.287615776062012","4.287615776062012","4.287615776062012","4.0509724617004395","4.0509724617004395","4.0509724617004395","3.7394423484802246","3.7394423484802246","3.7394423484802246","4.088867664337158","4.088867664337158","4.088867664337158","3.8744874000549316","3.8744874000549316","3.8744874000549316","3.9291534423828125","3.9291534423828125","3.9291534423828125","","",""
"671","6.621194362640381","6.621194362640381","6.621194362640381","4.283592224121094","4.283592224121094","4.283592224121094","4.060337066650391","4.060337066650391","4.060337066650391","3.7402117252349854","3.7402117252349854","3.7402117252349854","4.085158824920654","4.085158824920654","4.085158824920654","3.872192144393921","3.872192144393921","3.872192144393921","3.926377296447754","3.926377296447754","3.926377296447754","","",""
"672","6.620696544647217","6.620696544647217","6.620696544647217","4.258663654327393","4.258663654327393","4.258663654327393","4.0260772705078125","4.0260772705078125","4.0260772705078125","3.7071969509124756","3.7071969509124756","3.7071969509124756","4.054004192352295","4.054004192352295","4.054004192352295","3.8416507244110107","3.8416507244110107","3.8416507244110107","3.8945672512054443","3.8945672512054443","3.8945672512054443","","",""
"673","6.611839294433594","6.611839294433594","6.611839294433594","4.258586883544922","4.258586883544922","4.258586883544922","4.02674674987793","4.02674674987793","4.02674674987793","3.717621088027954","3.717621088027954","3.717621088027954","4.057031154632568","4.057031154632568","4.057031154632568","3.847933530807495","3.847933530807495","3.847933530807495","3.9006989002227783","3.9006989002227783","3.9006989002227783","","",""
